lambda,K,N,M,scenario,file,sum,total_iters,cost_initial,cost_final,cost_change_pct,ddtheta_initial,dtheta,dtheta_change_pct,final_lambda,fake_dSx,fake_dSy,fake_dOx,fake_dOy,fake_dOz,fake_dDx,fake_dDy,fake_dDz,fake_alpha,fake_offset_x,fake_offset_z,hat_dSx,hat_dSy,hat_dOx,hat_dOy,hat_dOz,hat_dDx,hat_dDy,hat_dDz,hat_alpha,hat_offset_x,hat_offset_z,diff_dSx,diff_dSy,diff_dOx,diff_dOy,diff_dOz,diff_dDx,diff_dDy,diff_dDz,diff_alpha,diff_offset_x,diff_offset_z
LM_normal,2,60,300,G2,run122_u0065065.log,0.22550191,96,1831071.100291,1.122998,99.99993866988564,17.46273,2.534906e-06,99.99998548390774,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.99734665,-12.00365062,-21.94503274,0.0,0.0,0.0,14.88233845,-0.0381142,0.00845493,0.0,0.0,0.00265335,-0.00365062,0.05496726,0.0,0.0,0.0,-0.11766155,-0.0381142,0.00845493
LM_normal,2,60,300,G3,run123_u0065014.log,0.17321636999999998,71,2430267.32626,1.574936,99.99993519494818,20.49583,2.083192e-06,99.9999898360203,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-17.99981889,-8.00079167,-25.01738111,0.0,0.0,0.0,24.88640683,-0.03590983,-0.00535948,0.0,0.0,0.00018111,-0.00079167,-0.01738111,0.0,0.0,0.0,-0.11359317,-0.03590983,-0.00535948
LM_normal,2,60,300,G4,run124_u0065031.log,0.12026110999999999,95,209639.473382,0.887792,99.99957651486828,6.079257,4.034394e-06,99.99993363672567,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00080199,-2.00040518,-8.00853632,0.0,0.0,0.0,2.92070398,-0.02354889,0.00767271,0.0,0.0,-0.00080199,-0.00040518,-0.00853632,0.0,0.0,0.0,-0.07929602,-0.02354889,0.00767271
LM_normal,2,90,450,G0,run125_u0065046.log,0.44118442,89,666509.961414,1.87928,99.9997180417235,10.99309,8.383217e-06,99.99992374103185,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99653858,4.99908609,-18.98962462,0.0,0.0,0.0,9.68975179,-0.09675618,0.01942932,0.0,0.0,0.00346142,-0.00091391,0.01037538,0.0,0.0,0.0,-0.31024821,-0.09675618,0.01942932
LM_normal,2,90,450,G1,run126_u0065078.log,0.22691443,86,528543.161257,1.584373,99.99970023772586,10.10946,1.701893e-06,99.99998316534217,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-5.99808986,-5.99925842,-12.01122346,0.0,0.0,0.0,4.84921697,-0.0490236,0.01323262,0.0,0.0,0.00191014,0.00074158,-0.01122346,0.0,0.0,0.0,-0.15078303,-0.0490236,0.01323262
LM_normal,2,90,450,G2,run127_u0065083.log,0.18619933,98,2746604.561074,1.444001,99.9999474259593,17.72213,5.369861e-06,99.9999696996862,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.99761168,-12.00432722,-21.92710044,0.0,0.0,0.0,14.92394719,-0.02457383,0.00595759,0.0,0.0,0.00238832,-0.00432722,0.07289956,0.0,0.0,0.0,-0.07605281,-0.02457383,0.00595759
LM_normal,2,90,450,G3,run128_u0065022.log,0.14085277999999998,93,3645160.2551,2.067637,99.99994327719894,18.97153,2.462372e-06,99.99998702069892,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-17.99841328,-8.0012755,-24.98046324,0.0,0.0,0.0,24.91228538,-0.02909677,-0.00164241,0.0,0.0,0.00158672,-0.0012755,0.01953676,0.0,0.0,0.0,-0.08771462,-0.02909677,-0.00164241
LM_normal,2,90,450,G4,run129_u0065034.log,0.11688535000000001,103,314410.089673,1.179139,99.99962496782426,6.496871,7.09758e-06,99.99989075387212,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00120282,-2.00071106,-7.99663859,0.0,0.0,0.0,2.91997844,-0.02359355,0.00799495,0.0,0.0,-0.00120282,-0.00071106,0.00336141,0.0,0.0,0.0,-0.08002156,-0.02359355,0.00799495
LM_normal,2,180,900,G0,run130_u0065009.log,0.28526345,112,1332942.566783,2.773819,99.99979190258686,11.68304,3.910727e-06,99.99996652646058,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99779819,4.9990236,-18.9881129,0.0,0.0,0.0,9.80364657,-0.06191591,0.0119288,0.0,0.0,0.00220181,-0.0009764,0.0118871,0.0,0.0,0.0,-0.19635343,-0.06191591,0.0119288
LM_normal,2,180,900,G1,run131_u0065014.log,0.18901287,90,1056998.306195,2.929919,99.99972280759744,9.820983,1.979204e-06,99.99997984719045,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-5.99833382,-5.99964802,-12.01570195,0.0,0.0,0.0,4.87752608,-0.03905963,0.00975921,0.0,0.0,0.00166618,0.00035198,-0.01570195,0.0,0.0,0.0,-0.12247392,-0.03905963,0.00975921
LM_normal,2,180,900,G2,run132_u0065007.log,0.15347128999999998,108,5493130.562214,2.983611,99.99994568468807,18.49871,3.944548e-06,99.99997867663205,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.99796481,-12.00363018,-21.94219069,0.0,0.0,0.0,14.93723467,-0.02167131,0.00555997,0.0,0.0,0.00203519,-0.00363018,0.05780931,0.0,0.0,0.0,-0.06276533,-0.02167131,0.00555997
LM_normal,2,180,900,G3,run133_u0065080.log,0.02318493,88,7290453.371065,3.794383,99.99994795408726,18.83255,5.650286e-06,99.99996999723352,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-17.99957809,-7.99948143,-25.00709614,0.0,0.0,0.0,24.99199687,-0.00542185,-0.00172333,0.0,0.0,0.00042191,0.00051857,-0.00709614,0.0,0.0,0.0,-0.00800313,-0.00542185,-0.00172333
LM_normal,2,180,900,G4,run134_u0065064.log,0.06171758,100,628790.969371,2.423808,99.99961452881513,6.694225,4.654808e-06,99.99993046531898,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00115284,-2.00083704,-7.99375558,0.0,0.0,0.0,2.96135972,-0.01152376,0.00331924,0.0,0.0,-0.00115284,-0.00083704,0.00624442,0.0,0.0,0.0,-0.03864028,-0.01152376,0.00331924
LM_normal,2,360,1800,G0,run135_u0065031.log,0.15690576,118,2665724.435764,4.795358,99.99982011051347,10.87314,6.354491e-06,99.99994155790326,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99901172,4.9986721,-18.99081269,0.0,0.0,0.0,9.89429657,-0.03386209,0.00583675,0.0,0.0,0.00098828,-0.0013279,0.00918731,0.0,0.0,0.0,-0.10570343,-0.03386209,0.00583675
LM_normal,2,360,1800,G1,run136_u0065065.log,0.10216568,112,2114069.491382,5.367884,99.9997460876276,9.543209,3.618198e-06,99.99996208614942,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-5.99922902,-5.99939698,-12.01389792,0.0,0.0,0.0,4.93850794,-0.02020503,0.00519667,0.0,0.0,0.00077098,0.00060302,-0.01389792,0.0,0.0,0.0,-0.06149206,-0.02020503,0.00519667
LM_normal,2,360,1800,G2,run137_u0065078.log,0.15430426,113,10986300.631593,5.771507,99.99994746632926,17.69547,3.855956e-06,99.99997820936093,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.99828163,-12.00398766,-21.93665748,0.0,0.0,0.0,14.94009262,-0.02056838,0.00477995,0.0,0.0,0.00171837,-0.00398766,0.06334252,0.0,0.0,0.0,-0.05990738,-0.02056838,0.00477995
LM_normal,2,360,1800,G3,run138_u0065046.log,0.02874493,101,14581374.879786,7.797108,99.99994652693546,19.42431,4.081368e-06,99.99997898835015,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-17.99953743,-8.00020932,-24.99620526,0.0,0.0,0.0,24.98459321,-0.00700165,-0.00186986,0.0,0.0,0.00046257,-0.00020932,0.00379474,0.0,0.0,0.0,-0.01540679,-0.00700165,-0.00186986
LM_normal,2,360,1800,G4,run139_u0065083.log,0.13067115,94,1257500.657699,5.176153,99.99958837771031,6.468798,8.678701e-06,99.99986583750182,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.99950514,-1.9996432,-8.01225384,0.0,0.0,0.0,2.91637677,-0.02598581,0.00795661,0.0,0.0,0.00049486,0.0003568,-0.01225384,0.0,0.0,0.0,-0.08362323,-0.02598581,0.00795661
LM_normal,3,3,27,G0,run140_u0065022.log,0.01521303,36,34626.358554,0.025215,99.99992717975249,21.99005,8.02445e-07,99.99999635087232,706400.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.0027123,4.99932939,-19.00009285,0.0,0.0,0.0,10.00610445,-0.00281942,-0.0028134,0.0,0.0,-0.0027123,-0.00067061,-9.285e-05,0.0,0.0,0.0,0.00610445,-0.00281942,-0.0028134
LM_normal,3,3,27,G1,run141_u0065022.log,0.0675151,38,26878.067804,0.026222,99.9999024409039,10.75395,1.670088e-06,99.99998447000405,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.00212575,-6.00454439,-11.96240474,0.0,0.0,0.0,5.0203672,-0.00219089,0.00069161,0.0,0.0,-0.00212575,-0.00454439,0.03759526,0.0,0.0,0.0,0.0203672,-0.00219089,0.00069161
LM_normal,3,3,27,G2,run142_u0065022.log,0.11218489000000001,37,141052.380752,0.082405,99.99994157844088,25.14342,5.653961e-07,99.99999775131585,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.99788168,-12.00935255,-21.91420177,0.0,0.0,0.0,14.99321315,-0.00560696,0.00252198,0.0,0.0,0.00211832,-0.00935255,0.08579823,0.0,0.0,0.0,-0.00678685,-0.00560696,0.00252198
LM_normal,3,3,27,G3,run143_u0065022.log,0.1105804,43,191620.801334,0.049924,99.99997394646111,40.25972,1.529125e-06,99.99999620184889,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-17.99418228,-7.9909684,-25.07793875,0.0,0.0,0.0,24.98873487,-0.00505023,-0.00147697,0.0,0.0,0.00581772,0.0090316,-0.07793875,0.0,0.0,0.0,-0.01126513,-0.00505023,-0.00147697
LM_normal,3,3,27,G4,run144_u0065022.log,0.16178081,49,15891.899892,0.020945,99.99986820329764,5.495133,1.271117e-06,99.99997686831237,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00428928,-2.00405802,-7.87218197,0.0,0.0,0.0,3.01889572,-0.00475364,-0.00196612,0.0,0.0,-0.00428928,-0.00405802,0.12781803,0.0,0.0,0.0,0.01889572,-0.00475364,-0.00196612
LM_normal,3,5,45,G0,run145_u0065022.log,0.13301109,46,57571.284605,0.122226,99.99978769624329,23.34974,1.76683e-06,99.99999243319198,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99964351,4.99398355,-18.886755,0.0,0.0,0.0,9.99216627,-0.00053059,-0.00502883,0.0,0.0,0.00035649,-0.00601645,0.113245,0.0,0.0,0.0,-0.00783373,-0.00053059,-0.00502883
LM_normal,3,5,45,G1,run146_u0065034.log,0.09986007,34,44729.405349,0.186257,99.99958359160254,8.40539,2.222842e-06,99.9999735545644,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.00434076,-6.00152511,-11.91512855,0.0,0.0,0.0,4.99320942,0.00180698,0.00052519,0.0,0.0,-0.00434076,-0.00152511,0.08487145,0.0,0.0,0.0,-0.00679058,0.00180698,0.00052519
LM_normal,3,5,45,G2,run147_u0065034.log,0.08620357,37,234716.467655,0.2174,99.99990737761088,54.75084,1.397503e-06,99.99999744752226,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-15.0022685,-12.00319067,-21.93260916,0.0,0.0,0.0,15.01112422,0.00194033,-0.00028901,0.0,0.0,-0.0022685,-0.00319067,0.06739084,0.0,0.0,0.0,0.01112422,0.00194033,-0.00028901
LM_normal,3,5,45,G3,run148_u0065022.log,0.14303452,45,320227.303754,0.127859,99.99996007242402,23.31787,3.374209e-06,99.99998552951449,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.00170583,-8.00909111,-24.88041565,0.0,0.0,0.0,25.00801229,-5.894e-05,0.004582,0.0,0.0,-0.00170583,-0.00909111,0.11958435,0.0,0.0,0.0,0.00801229,-5.894e-05,0.004582
LM_normal,3,5,45,G4,run149_u0065034.log,0.17293061,39,26448.779023,0.122084,99.99953841347498,7.743496,1.893398e-06,99.99997554853776,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00161397,-2.00204963,-7.85494713,0.0,0.0,0.0,3.02261139,0.00154949,5.326e-05,0.0,0.0,-0.00161397,-0.00204963,0.14505287,0.0,0.0,0.0,0.02261139,0.00154949,5.326e-05
LM_normal,3,6,54,G0,run150_u0065034.log,0.06049486,43,69186.211537,0.076777,99.99988902846638,18.4838,3.40701e-06,99.99998156758892,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00146019,5.00008171,-18.95059723,0.0,0.0,0.0,10.00482465,-0.00268995,-0.00203559,0.0,0.0,-0.00146019,8.171e-05,0.04940277,0.0,0.0,0.0,0.00482465,-0.00268995,-0.00203559
LM_normal,3,6,54,G1,run151_u0065022.log,0.04718274,38,53748.609634,0.096466,99.99982052372954,11.58442,2.388015e-06,99.99997938597703,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.00334183,-6.00242356,-11.9693194,0.0,0.0,0.0,5.00700479,-0.00104668,0.00268528,0.0,0.0,-0.00334183,-0.00242356,0.0306806,0.0,0.0,0.0,0.00700479,-0.00104668,0.00268528
LM_normal,3,6,54,G2,run152_u0065022.log,0.013051720000000001,37,281888.198089,0.161121,99.99994284223281,29.34453,1.878193e-06,99.99999359951241,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-15.00208303,-12.00152439,-21.99435931,0.0,0.0,0.0,14.99841676,7.504e-05,0.00214533,0.0,0.0,-0.00208303,-0.00152439,0.00564069,0.0,0.0,0.0,-0.00158324,7.504e-05,0.00214533
LM_normal,3,6,54,G3,run153_u0065034.log,0.06758549,48,381928.088151,0.156467,99.99995903234016,32.5994,3.392398e-06,99.99998959367964,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-17.99574333,-7.99653348,-25.05072954,0.0,0.0,0.0,24.99471779,0.00158776,-0.00226279,0.0,0.0,0.00425667,0.00346652,-0.05072954,0.0,0.0,0.0,-0.00528221,0.00158776,-0.00226279
LM_normal,3,6,54,G4,run154_u0065022.log,0.10903319,46,31806.675379,0.206942,99.99934937557121,6.171911,1.724864e-06,99.99997205299947,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00273163,-2.00463462,-7.91874643,0.0,0.0,0.0,3.01395154,-0.00484857,0.00161326,0.0,0.0,-0.00273163,-0.00463462,0.08125357,0.0,0.0,0.0,0.01395154,-0.00484857,0.00161326
LM_normal,3,9,81,G0,run155_u0065034.log,0.08336035,41,103579.458628,0.185597,99.99982081678891,16.93312,1.610062e-06,99.99999049164006,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00370903,4.99801823,-18.93771816,0.0,0.0,0.0,10.00516302,0.00278782,0.00743687,0.0,0.0,-0.00370903,-0.00198177,0.06228184,0.0,0.0,0.0,0.00516302,0.00278782,0.00743687
LM_normal,3,9,81,G1,run156_u0065022.log,0.04627742,42,80461.670422,0.162115,99.9997985189729,11.35028,1.651401e-06,99.99998545057038,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-5.99935584,-6.00270843,-11.96299687,0.0,0.0,0.0,5.00430814,-0.00030025,0.00131331,0.0,0.0,0.00064416,-0.00270843,0.03700313,0.0,0.0,0.0,0.00430814,-0.00030025,0.00131331
LM_normal,3,9,81,G2,run157_u0065034.log,0.0914735,41,422408.686348,0.263582,99.99993760024154,20.08159,3.490919e-06,99.99998261632172,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.99818935,-12.0062482,-21.92443717,0.0,0.0,0.0,15.0060862,-0.0008507,0.00091492,0.0,0.0,0.00181065,-0.0062482,0.07556283,0.0,0.0,0.0,0.0060862,-0.0008507,0.00091492
LM_normal,3,9,81,G3,run158_u0065022.log,0.04368458,58,575875.772706,0.356536,99.99993808803619,27.59526,4.883771e-06,99.99998230213812,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.00176458,-7.9962154,-24.96678178,0.0,0.0,0.0,25.00080111,0.00022742,0.00388865,0.0,0.0,-0.00176458,0.0037846,0.03321822,0.0,0.0,0.0,0.00080111,0.00022742,0.00388865
LM_normal,3,9,81,G4,run159_u0065034.log,0.07218377,42,47619.009608,0.17099,99.99964092071338,5.636683,2.089706e-06,99.9999629266716,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00116894,-2.00286187,-7.935188,0.0,0.0,0.0,3.00158275,0.00092897,-0.00082924,0.0,0.0,-0.00116894,-0.00286187,0.064812,0.0,0.0,0.0,0.00158275,0.00092897,-0.00082924
LM_normal,3,10,90,G0,run160_u0065022.log,0.07086147,43,115162.126589,0.156532,99.99986407684138,15.53015,4.299552e-06,99.99997231480701,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00005508,4.99585037,-18.94545983,0.0,0.0,0.0,10.00870244,-0.00152787,-0.00188628,0.0,0.0,-5.508e-05,-0.00414963,0.05454017,0.0,0.0,0.0,0.00870244,-0.00152787,-0.00188628
LM_normal,3,10,90,G1,run161_u0065034.log,0.0430207,43,89454.187856,0.256169,99.99971363107068,9.631784,2.103413e-06,99.99997816175073,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.00083039,-5.99749087,-11.97688515,0.0,0.0,0.0,5.01218339,0.00086114,0.0035218,0.0,0.0,-0.00083039,0.00250913,0.02311485,0.0,0.0,0.0,0.01218339,0.00086114,0.0035218
LM_normal,3,10,90,G2,run162_u0065022.log,0.06456786,39,469493.419422,0.306616,99.99993469216237,18.67035,3.325294e-06,99.99998218943941,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-15.00364598,-12.00211255,-21.9500217,0.0,0.0,0.0,15.004578,0.00179827,0.00245476,0.0,0.0,-0.00364598,-0.00211255,0.0499783,0.0,0.0,0.0,0.004578,0.00179827,0.00245476
LM_normal,3,10,90,G3,run163_u0065034.log,0.09294951,46,639869.477028,0.231674,99.99996379355348,19.44112,1.55102e-06,99.9999920219617,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.00290656,-8.00440338,-24.91876133,0.0,0.0,0.0,25.00253713,-0.00126589,0.00059788,0.0,0.0,-0.00290656,-0.00440338,0.08123867,0.0,0.0,0.0,0.00253713,-0.00126589,0.00059788
LM_normal,3,10,90,G4,run164_u0065022.log,0.05692444,41,52931.738233,0.243836,99.9995393387632,6.75365,4.463285e-06,99.9999339129952,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00261378,-1.99820864,-7.95761067,0.0,0.0,0.0,3.00411418,-0.00338518,0.00263061,0.0,0.0,-0.00261378,0.00179136,0.04238933,0.0,0.0,0.0,0.00411418,-0.00338518,0.00263061
LM_normal,3,12,108,G0,run165_u0065034.log,0.08190178999999999,42,138125.388434,0.215966,99.99984364496459,16.09891,2.665674e-06,99.99998344189761,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00056429,4.99822993,-18.93028296,0.0,0.0,0.0,10.00412256,-0.00218592,-0.00354191,0.0,0.0,-0.00056429,-0.00177007,0.06971704,0.0,0.0,0.0,0.00412256,-0.00218592,-0.00354191
LM_normal,3,12,108,G1,run166_u0065022.log,0.1915582,35,107298.331028,0.663629,99.99938151041714,10.06693,6.02654e-06,99.99994013527461,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.00364545,-6.00469382,-11.83920296,0.0,0.0,0.0,5.0180345,-0.00282887,0.00155852,0.0,0.0,-0.00364545,-0.00469382,0.16079704,0.0,0.0,0.0,0.0180345,-0.00282887,0.00155852
LM_normal,3,12,108,G2,run167_u0065034.log,0.048504320000000004,42,563208.108133,0.320649,99.99994306740344,21.32407,1.758218e-06,99.99999175477288,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.99969908,-12.00454965,-21.96118119,0.0,0.0,0.0,15.00458303,0.00014992,0.00010199,0.0,0.0,0.00030092,-0.00454965,0.03881881,0.0,0.0,0.0,0.00458303,0.00014992,0.00010199
LM_normal,3,12,108,G3,run168_u0065014.log,0.07804287,46,768082.203627,0.495488,99.99993549023819,20.55589,3.206511e-06,99.9999844010111,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-17.99821235,-8.00600438,-24.94486384,0.0,0.0,0.0,25.01122318,0.00251453,0.00137697,0.0,0.0,0.00178765,-0.00600438,0.05513616,0.0,0.0,0.0,0.01122318,0.00251453,0.00137697
LM_normal,3,12,108,G4,run169_u0065022.log,0.12356759,40,63505.716963,0.409223,99.99935561234551,6.905942,3.709483e-06,99.99994628563344,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00233289,-2.0051961,-7.90183057,0.0,0.0,0.0,2.98941649,0.0005463,-0.00673936,0.0,0.0,-0.00233289,-0.0051961,0.09816943,0.0,0.0,0.0,-0.01058351,0.0005463,-0.00673936
LM_normal,3,15,135,G0,run170_u0065034.log,0.04346305,41,172650.239545,0.349723,99.99979743845076,13.33022,6.06612e-06,99.99995449347423,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99991983,4.99817592,-18.96117772,0.0,0.0,0.0,10.00014253,-0.00241897,-0.00017502,0.0,0.0,8.017e-05,-0.00182408,0.03882228,0.0,0.0,0.0,0.00014253,-0.00241897,-0.00017502
LM_normal,3,15,135,G1,run171_u0065080.log,0.02268061,46,134182.140214,0.395282,99.99970541385062,8.314592,2.046824e-06,99.9999753827488,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.00147837,-5.99854473,-11.98654831,0.0,0.0,0.0,5.0004565,-0.00385918,0.0019796,0.0,0.0,-0.00147837,0.00145527,0.01345169,0.0,0.0,0.0,0.0004565,-0.00385918,0.0019796
LM_normal,3,15,135,G2,run172_u0065014.log,0.10318168,36,703956.026159,0.454337,99.99993545946293,21.3825,3.247102e-06,99.99998481420788,1000000.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.9976802,-12.0030165,-21.90410954,0.0,0.0,0.0,14.99943314,-0.00036833,-0.00101973,0.0,0.0,0.0023198,-0.0030165,0.09589046,0.0,0.0,0.0,-0.00056686,-0.00036833,-0.00101973
LM_normal,3,15,135,G3,run173_u0065022.log,0.06419819,44,959738.421659,0.582146,99.99993934326407,22.46522,2.777538e-06,99.9999876362751,1000000.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.00040842,-8.00124391,-24.9453339,0.0,0.0,0.0,25.00583283,0.00026225,0.00178468,0.0,0.0,-0.00040842,-0.00124391,0.0546661,0.0,0.0,0.0,0.00583283,0.00026225,0.00178468
LM_normal,3,15,135,G4,run174_u0065092.log,0.05994886,43,79351.062732,0.326832,99.99958811893785,7.2273,3.116808e-06,99.99995687451745,1000000.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00264009,-2.0001014,-7.95330564,0.0,0.0,0.0,3.00600399,0.0008992,0.00360982,0.0,0.0,-0.00264009,-0.0001014,0.04669436,0.0,0.0,0.0,0.00600399,0.0008992,0.00360982
LM_normal,3,18,162,G0,run175_u0065014.log,0.04964247,42,207139.351219,0.411284,99.99980144574289,15.9823,4.520768e-06,99.99997171390851,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00146451,4.99964085,-18.95859613,0.0,0.0,0.0,9.99762846,-1.632e-05,-0.00402708,0.0,0.0,-0.00146451,-0.00035915,0.04140387,0.0,0.0,0.0,-0.00237154,-1.632e-05,-0.00402708
LM_normal,3,18,162,G1,run176_u0065034.log,0.04129479,38,160948.790025,0.366653,99.99977219275775,11.00353,2.083554e-06,99.99998106467653,1000000.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-5.99983633,-6.00204754,-11.96489086,0.0,0.0,0.0,5.00244176,-0.00011489,-0.00141779,0.0,0.0,0.00016367,-0.00204754,0.03510914,0.0,0.0,0.0,0.00244176,-0.00011489,-0.00141779
