Phantom already exists, skipping: cuboid_phantom_5_normal.npy

################################################################################
Running cuboid=normal scenario=G3 N_ANGLES=360, K=5
view   0 | SOD= 556.844 mm | SDD= 802.742 mm | M= 1.442 | incident=4.7367°
[[ 239.08467    -500.88773     -45.        ]
 [-110.79194     218.66446      20.        ]
 [   0.13558364    0.06322369    0.        ]
 [   0.            0.            0.1496    ]]
               x1         y1  area1         x2         y2  area2          x3         y3  area3          x4         y4  area4          x5        y5  area5
range  354.224734  11.642697  139.0  190.60931  10.865514  116.0  354.247739  28.834241  155.0  190.690019  20.256261  133.0  354.214341  45.70386  101.0
FAILURE!!!! Some beads might have been misidentified
            image          x1          y1  area1          x2          y2  area2          x3          y3  area3          x4          y4  area4          x5          y5  area5
0    proj_000.png  506.395189  124.321306    582  425.734310  250.384937    478  525.551859  364.741683    511  605.522388  505.245203    469  506.177820  661.994264    523
1    proj_001.png  503.217241  124.337931    580  425.377823  250.295688    487  528.414258  364.701349    519  606.093023  505.458774    473  502.981308  661.904673    535
2    proj_002.png  500.046875  124.300347    576  424.875000  250.235417    480  531.365949  364.708415    511  606.553191  505.642553    470  499.885338  661.860902    532
3    proj_003.png  496.907666  124.256098    574  424.303719  250.134298    484  534.392996  364.733463    514  607.188161  505.742072    473  496.725926  661.940741    540
4    proj_004.png  493.517606  124.339789    568  424.040900  249.985685    489  537.290196  364.801961    510  607.566316  505.928421    475  493.526703  661.793738    543
5    proj_005.png  490.441901  124.332746    568  423.589796  250.006122    490  540.300589  364.823183    509  608.074844  506.045738    481  490.421442  661.785582    541
6    proj_006.png  487.270506  124.324607    573  423.176113  249.819838    494  543.318812  364.891089    505  608.436214  506.213992    486  487.157509  661.684982    546
7    proj_007.png  484.073043  124.311304    575  422.898990  249.707071    495  546.241584  364.883168    505  608.865854  506.447154    492  484.045290  661.773551    552
8    proj_008.png  480.959578  124.288225    569  422.505155  249.701031    485  549.235529  364.924152    501  609.127835  506.622680    485  480.845304  661.703499    543
9    proj_009.png  477.848592  124.271127    568  422.159509  249.548057    489  552.143426  365.000000    502  609.709016  506.774590    488  477.699816  661.583794    543
10   proj_010.png  474.723292  124.201401    571  421.981818  249.383838    495  555.075397  364.998016    504  609.928571  506.963265    490  474.620879  661.490842    546
11   proj_011.png  471.645833  124.114583    576  421.797595  249.378758    499  558.136634  365.065347    505  610.092742  507.074597    496  471.536232  661.440217    552
12   proj_012.png  468.533795  124.159445    577  421.497053  249.267191    509  560.892644  365.111332    503  610.352823  507.227823    496  468.501818  661.461818    550
13   proj_013.png  465.385563  124.147887    568  421.346614  249.203187    502  563.899396  365.136821    497  610.542510  507.554656    494  465.330275  661.220183    545
14   proj_014.png  462.320856  124.199643    561  421.104628  249.064386    497  566.824242  365.169697    495  610.838645  507.627490    502  462.356364  661.196364    550
15   proj_015.png  459.295900  124.135472    561  421.078156  249.018036    499  569.568317  365.291089    505  611.027944  507.810379    501  459.265343  661.039711    554
16   proj_016.png  456.295699  124.198925    558  421.014056  248.865462    498  572.434870  365.358717    499  611.264000  507.978000    500  456.213504  660.936131    548
17   proj_017.png  453.388788  124.016275    553  420.960317  248.817460    504  575.246493  365.482966    499  611.362376  508.188119    505  453.205128  660.767399    546
18   proj_018.png  450.375000  123.996377    552  420.940239  248.774900    502  578.083333  365.510163    492  611.450593  508.351779    506  450.368807  660.557798    545
19   proj_019.png  447.445872  123.906422    545  420.928713  248.627723    505  580.959432  365.638945    493  611.470472  508.539370    508  447.356618  660.439338    544
20   proj_020.png  444.443431  123.932482    548  420.972222  248.517857    504  583.776210  365.758065    496  611.500000  508.631890    508  444.435185  660.405556    540
21   proj_021.png  441.577697  123.835466    547  420.984190  248.454545    506  586.461078  365.784431    501  611.490234  508.867188    512  441.556169  660.246777    543
22   proj_022.png  438.630515  123.805147    544  421.074951  248.378698    507  589.189516  365.889113    496  611.455796  509.011788    509  438.723443  660.060440    546
23   proj_023.png  435.862568  123.783002    553  421.289628  248.279843    511  591.952965  366.018405    489  611.425243  509.304854    515  435.887868  659.893382    544
24   proj_024.png  432.978221  123.715064    551  421.392157  248.207843    510  594.765784  366.138493    491  611.302505  509.433526    519  433.005556  659.722222    540
25   proj_025.png  430.184588  123.681004    558  421.506796  248.056311    515  597.385375  366.235178    506  611.220532  509.505703    526  430.197080  659.472628    548
26   proj_026.png  427.306569  123.660584    548  421.669922  247.921875    512  599.981595  366.341513    489  611.130518  509.629559    521  427.427523  659.372477    545
27   proj_027.png  424.771481  123.564899    547  421.942913  247.795276    508  602.626775  366.409736    493  610.863198  509.830443    519  424.680222  659.240296    541
28   proj_028.png  421.961326  123.475138    543  422.140078  247.677043    514  605.281633  366.659184    490  610.682692  510.057692    520  421.907749  658.929889    542
29   proj_029.png  419.294659  123.510129    543  422.294118  247.623529    510  607.876289  366.676289    485  610.528846  510.280769    520  419.316574  658.631285    537
30   proj_030.png  416.576923  123.439560    546  422.854086  247.593385    514  610.483539  366.833333    486  610.181992  510.425287    522  416.573801  658.488930    542
31   proj_031.png  413.987203  123.427788    547  423.003899  247.524366    513  612.965587  366.947368    494  609.988484  510.570058    521  414.034735  658.257770    547
32   proj_032.png  411.461538  123.305861    546  423.418288  247.344358    514  615.491837  367.036735    490  609.608365  510.709125    526  411.376838  658.136029    544
33   proj_033.png  408.848263  123.261426    547  423.934911  247.293886    507  617.949495  367.200000    495  609.353053  510.906489    524  408.884826  657.798903    547
34   proj_034.png  406.412963  123.240741    540  424.214567  247.257874    508  620.284848  367.268687    495  608.973231  511.131931    523  406.395221  657.476103    544
35   proj_035.png  403.919118  123.090074    544  424.794118  247.121569    510  622.817814  367.611336    494  608.549906  511.314501    531  403.833333  657.258242    546
36   proj_036.png  401.406593  123.067766    546  425.221344  247.045455    506  625.143145  367.659274    496  608.179584  511.465028    529  401.446069  657.047532    547
37   proj_037.png  399.035185  122.988889    540  425.626747  246.942116    501  627.586066  367.817623    488  607.709615  511.696154    520  399.050467  656.742056    535
38   proj_038.png  396.640367  122.897248    545  426.185547  246.783203    512  629.875764  367.932790    491  607.170778  511.722960    527  396.612546  656.440959    542
39   proj_039.png  394.433272  122.892139    547  426.904297  246.796875    512  632.289206  368.179226    491  606.571705  511.982558    516  394.358071  656.313544    539
40   proj_040.png  392.158965  122.713494    541  427.393762  246.672515    513  634.448065  368.305499    491  606.130268  512.176245    522  392.058932  655.941068    543
41   proj_041.png  389.674677  122.693161    541  428.011742  246.569472    511  636.631148  368.434426    488  605.487805  512.330206    533  389.779006  655.615101    543
42   proj_042.png  387.638376  122.636531    542  428.686654  246.512573    517  638.937626  368.645875    497  604.927203  512.475096    522  387.651292  655.488930    542
43   proj_043.png  385.452030  122.505535    542  429.449219  246.353516    512  641.052104  368.823647    499  604.317669  512.633459    532  385.481481  655.185185    540
44   proj_044.png  383.319778  122.508318    541  430.035019  246.307393    514  643.177062  368.907445    497  603.623819  512.697543    529  383.359926  654.721707    539
45   proj_045.png  381.325455  122.476364    550  430.858509  246.382409    523  645.282306  369.159046    503  602.953875  512.937269    542  381.313187  654.573260    546
46   proj_046.png  379.413284  122.437269    542  431.480392  246.103922    510  647.358717  369.324649    499  602.254753  513.123574    526  379.340741  654.274074    540
47   proj_047.png  377.359116  122.313076    543  432.290766  246.125737    509  649.426829  369.390244    492  601.525520  513.345936    529  377.311688  653.847866    539
48   proj_048.png  375.357798  122.234862    545  433.123772  246.041257    509  651.304175  369.614314    503  600.641791  513.410448    536  375.265455  653.458182    550
49   proj_049.png  373.416514  122.132110    545  433.890838  245.900585    513  653.189135  369.941650    497  599.892453  513.630189    530  373.415441  653.316176    544
50   proj_050.png  371.554328  122.011050    543  434.834661  245.846614    502  655.112676  370.072435    497  599.096774  513.667932    527  371.572222  652.762963    540
