Phantom already exists, skipping: cuboid_phantom_2_normal.npy

################################################################################
Running cuboid=normal scenario=G3 N_ANGLES=180, K=2
view   0 | SOD= 556.844 mm | SDD= 802.742 mm | M= 1.442 | incident=4.7367°
[[ 239.08467    -500.88773     -45.        ]
 [-110.79194     218.66446      20.        ]
 [   0.13558364    0.06322369    0.        ]
 [   0.            0.            0.1496    ]]
               x1         y1  area1          x2         y2  area2
range  354.386531  11.517146  163.0  354.350978  45.811502  151.0
FAILURE!!!! Some beads might have been misidentified
            image          x1          y1  area1          x2          y2  area2
0    proj_000.png  506.310531  124.365437   1111  506.183993  662.243790   1087
1    proj_001.png  499.818834  124.298655   1115  499.896520  662.174908   1092
2    proj_002.png  493.513977  124.330929   1109  493.461045  662.129239   1091
3    proj_003.png  487.129964  124.262635   1108  487.106074  662.030825   1103
4    proj_004.png  480.923982  124.187330   1105  480.925859  661.953888   1106
5    proj_005.png  474.738420  124.190736   1101  474.718978  661.792883   1096
6    proj_006.png  468.501805  124.147112   1108  468.415608  661.597096   1102
7    proj_007.png  462.324226  124.118397   1098  462.300273  661.352138   1099
8    proj_008.png  456.256341  124.049819   1104  456.247964  661.067873   1105
9    proj_009.png  450.311031  123.970163   1106  450.274527  660.875788   1111
10   proj_010.png  444.449726  123.938757   1094  444.390909  660.526364   1100
11   proj_011.png  438.661510  123.842584   1099  438.670310  660.163934   1098
12   proj_012.png  432.977231  123.827869   1098  432.941123  659.850543   1104
13   proj_013.png  427.344576  123.682771   1097  427.350318  659.429481   1099
14   proj_014.png  421.954254  123.567246   1093  421.963702  659.012704   1102
15   proj_015.png  416.702925  123.393053   1094  416.677036  658.600183   1093
16   proj_016.png  411.410584  123.217153   1096  411.419910  658.114932   1105
17   proj_017.png  406.386157  123.138434   1098  406.360401  657.666058   1096
18   proj_018.png  401.455128  123.038462   1092  401.418944  657.129326   1098
19   proj_019.png  396.663927  122.927854   1095  396.628182  656.595455   1100
20   proj_020.png  392.017383  122.851784   1093  392.051960  655.989061   1097
21   proj_021.png  387.628781  122.700275   1091  387.646520  655.413919   1092
22   proj_022.png  383.250462  122.469501   1082  383.311070  654.810613   1093
23   proj_023.png  379.151571  122.259704   1082  379.217712  654.245387   1084
24   proj_024.png  375.197040  122.172988   1081  375.271639  653.697053   1086
25   proj_025.png  371.588889  121.998148   1080  371.609217  652.899539   1085
26   proj_026.png  368.015977  121.807331   1064  367.993482  652.258845   1074
27   proj_027.png  364.712825  121.732342   1076  364.689239  651.532468   1078
28   proj_028.png  361.475425  121.475425   1058  361.533457  650.855948   1076
29   proj_029.png  358.515551  121.263902   1061  358.520522  650.182836   1072
30   proj_030.png  355.722587  121.096532   1067  355.806935  649.402062   1067
31   proj_031.png  353.202247  120.983146   1068  353.130028  648.666978   1069
32   proj_032.png  350.837711  120.759850   1066  350.802239  647.926306   1072
33   proj_033.png  348.695446  120.577799   1054  348.671362  647.203756   1065
34   proj_034.png  346.705043  120.402474   1051  346.687146  646.422495   1058
35   proj_035.png  345.045627  120.173954   1052  345.040720  645.613636   1056
36   proj_036.png  343.525617  119.978178   1054  343.544508  644.849432   1056
