Phantom already exists, skipping: cuboid_phantom_7_normal.npy

################################################################################
Running cuboid=normal scenario=G0 N_ANGLES=360, K=7
view   0 | SOD= 570.548 mm | SDD= 675.501 mm | M= 1.184 | incident=3.8197°
[[  98.97946    -561.3404      -25.        ]
 [ -18.05941     102.420006     20.        ]
 [   0.14732724    0.02597777    0.        ]
 [   0.            0.            0.1496    ]]
            image          x1         y1  area1          x2          y2  area2          x3          y3  area3          x4          y4  area4          x5          y5  area5          x6          y6  area6          x7          y7  area7
20   proj_020.png  457.709046  62.317848    409  368.658192  135.019774    354  433.969863  204.227397    365  496.077135  270.123967    363  582.819876  342.987578    322  521.665803  421.279793    386  457.595062  502.960494    405
21   proj_021.png  455.133495  62.434466    412  367.159884  134.976744    344  434.543716  204.120219    366  498.603878  270.171745    361  584.176101  343.125786    318  521.072000  421.226667    375  454.954660  502.989924    397
22   proj_022.png  452.580488  62.324390    410  366.000000  134.954416    351  435.084011  204.224932    369  500.975477  270.174387    367  585.404321  343.268519    324  520.526718  421.391858    393  452.486553  502.975550    409
23   proj_023.png  449.831707  62.400000    410  364.931429  134.902857    350  435.883784  204.170270    370  503.256267  270.256267    359  586.608025  343.413580    324  519.828125  421.401042    384  449.965602  502.972973    407
24   proj_024.png  447.290557  62.346247    413  363.631579  134.856725    342  436.454054  204.121622    370  505.826923  270.195055    364  587.895706  343.500000    326  519.257069  421.393316    389  447.300493  502.921182    406
25   proj_025.png  444.873171  62.378049    410  362.558140  134.863372    344  437.144737  204.068421    380  508.273481  270.237569    362  589.274691  343.592593    324  518.545455  421.506494    385  444.767726  502.894866    409
26   proj_026.png  442.080292  62.372263    411  361.691218  134.906516    353  437.846966  204.065963    379  510.547425  270.184282    369  590.304878  343.692073    328  517.894207  421.526448    397  442.276284  502.804401    409
27   proj_027.png  439.911111  62.474074    405  360.515759  134.782235    349  438.532432  204.105405    370  513.002793  270.363128    358  591.348910  343.728972    321  517.155039  421.640827    387  439.726368  502.763682    402
28   proj_028.png  437.073171  62.419512    410  359.460674  134.870787    356  439.329787  204.164894    376  515.415761  270.361413    368  592.539634  343.996951    328  516.475578  421.573265    389  437.264198  502.669136    405
29   proj_029.png  434.887255  62.455882    408  358.428977  134.829545    352  439.713904  203.967914    374  517.711911  270.324100    361  593.527778  344.120370    324  515.762755  421.630102    392  434.686567  502.706468    402
30   proj_030.png  432.086207  62.460591    406  357.508571  134.728571    350  440.563830  204.015957    376  520.072829  270.400560    357  594.625000  344.219512    328  515.053571  421.760204    392  432.064677  502.604478    402
31   proj_031.png  429.774194  62.434243    403  356.820809  134.632948    346  441.377005  203.997326    374  522.497268  270.401639    366  595.558912  344.262840    331  514.438462  421.769231    390  429.760599  502.518703    401
32   proj_032.png  427.181818  62.393120    407  355.876791  134.664756    349  442.023936  203.984043    376  524.733696  270.532609    368  596.585799  344.455621    338  513.683544  421.800000    395  427.173267  502.487624    404
33   proj_033.png  424.810345  62.406404    406  354.982759  134.646552    348  442.675462  203.883905    379  527.107438  270.484848    363  597.352071  344.514793    338  512.957179  421.856423    397  424.805897  502.383292    407
34   proj_034.png  422.428571  62.466837    392  354.037681  134.562319    345  443.500000  203.940541    370  529.384615  270.554945    364  598.252226  344.682493    337  512.221080  421.907455    389  422.301266  502.336709    395
35   proj_035.png  419.924433  62.347607    397  353.220930  134.543605    344  444.376694  203.986450    369  531.817927  270.630252    357  599.056548  344.791667    336  511.315927  421.976501    383  419.952020  502.310606    396
36   proj_036.png  417.535354  62.383838    396  352.651558  134.541076    353  445.185984  203.873315    371  534.027701  270.634349    361  599.958824  344.926471    340  510.630769  422.043590    390  417.512376  502.193069    404
37   proj_037.png  415.143921  62.481390    403  352.068768  134.524355    349  445.773224  203.866120    366  536.177778  270.686111    360  600.868421  345.029240    342  509.766067  422.164524    389  415.072139  502.064677    402
38   proj_038.png  412.913793  62.460591    406  351.378453  134.441989    362  446.628342  203.901070    374  538.489130  270.763587    368  601.521490  345.206304    349  508.989899  422.181818    396  412.852941  501.955882    408
39   proj_039.png  410.520101  62.427136    398  350.786111  134.372222    360  447.525333  203.850667    375  540.698630  270.775342    365  602.158501  345.285303    347  508.083333  422.275253    396  410.488834  501.816377    403
40   proj_040.png  408.078818  62.500000    406  350.418803  134.433048    351  448.423181  203.905660    371  542.955182  270.859944    357  602.856725  345.421053    342  507.353247  422.187013    385  408.203008  501.744361    399
41   proj_041.png  405.960591  62.463054    406  349.655462  134.330532    357  449.322667  203.802667    375  545.158774  271.000000    359  603.461988  345.543860    342  506.512821  422.323077    390  405.855721  501.609453    402
42   proj_042.png  403.797500  62.485000    400  349.400000  134.281690    355  449.916442  203.840970    371  547.393939  271.019284    363  604.104651  345.758721    344  505.573265  422.398458    389  403.669192  501.502525    396
43   proj_043.png  401.182716  62.476543    405  348.872521  134.354108    353  450.743316  203.874332    374  549.526027  270.986301    365  604.668571  345.754286    350  504.723077  422.356410    390  401.434343  501.434343    396
44   proj_044.png  399.102757  62.433584    399  348.443478  134.257971    345  451.612466  203.859079    369  551.541436  270.961326    362  605.080925  346.040462    346  503.869565  422.401535    391  399.145729  501.384422    398
45   proj_045.png  397.000000  62.500000    398  348.025281  134.258427    356  452.505435  203.845109    368  553.664835  271.093407    364  605.578348  346.116809    351  503.007614  422.451777    394  396.962963  501.264198    405
46   proj_046.png  394.625954  62.422392    393  347.896067  134.213483    356  453.366577  203.805930    371  555.743733  271.116992    359  606.060000  346.154286    350  502.138107  422.457801    391  394.787879  500.997475    396
47   proj_047.png  392.544304  62.470886    395  347.447222  134.200000    360  454.079452  203.756164    365  557.924791  271.144847    359  606.481050  346.259475    343  501.348718  422.510256    390  392.634085  500.872180    399
48   proj_048.png  390.500000  62.500000    392  347.244382  134.162921    356  455.070845  203.697548    367  560.049046  271.223433    367  606.862360  346.519663    356  500.430025  422.503817    393  390.524876  500.773632    402
49   proj_049.png  388.500000  62.500000    392  347.033708  134.210674    356  456.060606  203.809917    363  561.972145  271.320334    359  607.154494  346.556180    356  499.480818  422.478261    391  388.528822  500.591479    399
50   proj_050.png  386.500000  62.500000    392  346.924581  134.117318    358  456.931507  203.720548    365  563.991643  271.362117    359  607.458333  346.816667    360  498.552699  422.562982    389  386.473418  500.491139    395
51   proj_051.png  384.443038  62.460759    395  346.851955  134.175978    358  457.779292  203.760218    367  565.986188  271.447514    362  607.728291  346.918768    357  497.567010  422.587629    388  384.465823  500.402532    395
52   proj_052.png  382.500000  62.500000    400  346.833795  134.074792    361  458.584906  203.730458    371  567.974930  271.515320    359  607.913165  347.008403    357  496.675258  422.605670    388  382.458647  500.192982    399
53   proj_053.png  380.500000  62.500000    400  346.829670  134.082418    364  459.524324  203.718919    370  569.854749  271.547486    358  608.112676  347.126761    355  495.696658  422.586118    389  380.500000  500.000000    404
54   proj_054.png  378.558376  62.500000    394  346.803867  134.016575    362  460.502717  203.698370    368  571.780899  271.657303    356  608.145658  347.224090    357  494.827763  422.575835    389  378.582915  499.801508    398
55   proj_055.png  376.633838  62.535354    396  346.779614  134.000000    363  461.394595  203.721622    370  573.591160  271.770718    362  608.202778  347.436111    360  493.976804  422.641753    388  376.655696  499.655696    395
56   proj_056.png  374.809045  62.500000    398  346.823370  134.027174    368  462.310811  203.683784    370  575.446575  271.819178    365  608.159780  347.617080    363  492.943152  422.653747    387  374.803030  499.487374    396
57   proj_057.png  373.000000  62.500000    394  347.027322  134.008197    366  463.261456  203.687332    371  577.294444  271.891667    360  608.209809  347.735695    367  492.023560  422.691099    382  372.994949  499.421717    396
58   proj_058.png  371.240000  62.500000    400  347.136364  133.844920    374  464.265957  203.619681    376  579.038251  271.926230    366  608.135135  347.832432    370  491.081218  422.695431    394  371.336683  499.216080    398
59   proj_059.png  369.478481  62.518987    395  347.401099  133.945055    364  465.173913  203.657609    368  580.828255  272.011080    361  608.150685  347.983562    365  490.131443  422.670103    388  369.487310  499.005076    394
60   proj_060.png  367.829517  62.521628    393  347.595628  133.882514    366  466.140162  203.654987    371  582.603306  272.033058    363  608.084239  348.125000    368  489.179487  422.669231    390  367.835443  498.762025    395
61   proj_061.png  366.093671  62.551899    395  347.912807  133.809264    367  467.096774  203.612903    372  584.255556  272.180556    360  607.880109  348.310627    367  488.171875  422.750000    384  366.101010  498.674242    396
62   proj_062.png  364.441624  62.500000    394  348.235772  133.831978    369  468.018767  203.579088    373  585.906336  272.283747    363  607.672000  348.328000    375  487.114286  422.745455    385  364.481013  498.478481    395
63   proj_063.png  362.730964  62.545685    394  348.481283  133.745989    374  468.986595  203.576408    373  587.552198  272.370879    364  607.462766  348.478723    376  486.244845  422.726804    388  362.807595  498.329114    395
64   proj_064.png  361.308673  62.548469    392  348.873995  133.828418    373  469.973118  203.602151    372  589.094851  272.384824    369  607.173684  348.615789    380  485.274359  422.753846    390  361.253807  498.147208    394
65   proj_065.png  359.638462  62.546154    390  349.263441  133.790323    372  470.906849  203.676712    365  590.838798  272.543716    366  606.965608  348.716931    378  484.314433  422.695876    388  359.772959  497.859694    392
66   proj_066.png  358.331633  62.551020    392  349.813830  133.757979    376  471.940217  203.608696    368  592.259459  272.551351    370  606.562827  348.916230    382  483.378517  422.710997    391  358.263959  497.654822    394
67   proj_067.png  356.691517  62.568123    389  350.311653  133.688347    369  472.947514  203.563536    362  593.853994  272.683196    363  606.167109  349.055703    377  482.360825  422.729381    388  356.732468  497.579221    385
68   proj_068.png  355.344473  62.524422    389  350.890080  133.718499    373  473.853659  203.666667    369  595.367847  272.822888    367  605.748052  349.259740    385  481.352185  422.784062    389  355.346154  497.366667    390
69   proj_069.png  353.943445  62.622108    389  351.453083  133.605898    373  474.826087  203.676630    368  596.707989  272.900826    363  605.279373  349.456919    383  480.354922  422.753886    386  353.938931  497.124682    393
70   proj_070.png  352.627907  62.581395    387  352.081081  133.602703    370  475.793956  203.582418    364  598.160665  272.977839    361  604.746736  349.516971    383  479.328125  422.742188    384  352.591371  496.941624    394
71   proj_071.png  351.362694  62.554404    386  352.809140  133.567204    372  476.622642  203.547170    371  599.500000  273.000000    366  604.348052  349.542857    385  478.361757  422.785530    387  351.380463  496.712082    389
72   proj_072.png  350.046512  62.627907    387  353.434316  133.549598    373  477.615591  203.559140    372  600.832869  273.178273    359  603.596354  349.671875    384  477.360825  422.814433    388  350.079692  496.473008    389
73   proj_073.png  348.856021  62.562827    382  354.094086  133.516129    372  478.588076  203.593496    369  602.102493  273.193906    361  603.120735  349.824147    381  476.410853  422.795866    387  348.766667  496.356410    390
74   proj_074.png  347.673629  62.579634    383  354.940217  133.500000    368  479.552778  203.733333    360  603.470752  273.303621    359  602.364362  350.021277    376  475.426702  422.769634    382  347.556995  496.181347    386
75   proj_075.png  346.554124  62.554124    388  355.846774  133.540323    372  480.509537  203.643052    367  604.688525  273.418033    366  601.638021  350.213542    384  474.424165  422.802057    389  346.535897  495.851282    390
76   proj_076.png  345.451697  62.613577    383  356.607143  133.489011    364  481.458564  203.657459    362  605.866120  273.527322    366  600.910526  350.384211    380  473.454545  422.792208    385  345.479167  495.700521    384
77   proj_077.png  344.359173  62.651163    387  357.506775  133.471545    369  482.510870  203.622283    368  606.964865  273.537838    370  600.174935  350.396867    383  472.457143  422.748052    385  344.425258  495.528351    388
78   proj_078.png  343.322917  62.677083    384  358.459016  133.459016    366  483.386740  203.624309    362  608.093151  273.602740    365  599.365789  350.484211    380  471.494764  422.774869    382  343.434555  495.201571    382
79   proj_079.png  342.415789  62.639474    380  359.403270  133.403270    367  484.358904  203.558904    365  609.286908  273.713092    359  598.454308  350.655352    383  470.494764  422.774869    382  342.463158  495.050000    380
80   proj_080.png  341.472585  62.610966    383  360.353100  133.353100    371  485.325269  203.639785    372  610.346049  273.891008    367  597.510363  350.766839    386  469.500000  422.765625    384  341.493506  494.737662    385
81   proj_081.png  340.559055  62.653543    381  361.449315  133.315068    365  486.285326  203.627717    368  611.377410  273.972452    363  596.630607  350.881266    379  468.505236  422.774869    382  340.526178  494.589005    382
82   proj_082.png  339.741425  62.667546    379  362.482094  133.341598    363  487.295082  203.598361    366  612.374317  274.117486    366  595.637795  351.062992    381  467.505236  422.774869    382  339.698413  494.338624    378
83   proj_083.png  338.953125  62.622396    384  363.526171  133.305785    363  488.236559  203.663978    372  613.167116  274.247978    371  594.653646  351.135417    384  466.520833  422.729167    384  339.000000  494.191214    387
84   proj_084.png  338.212202  62.591512    377  364.674095  133.281337    359  489.107143  203.637363    364  614.000000  274.389503    362  593.556728  351.313984    379  465.520942  422.670157    382  338.220159  493.925729    377
85   proj_085.png  337.552356  62.628272    382  365.810440  133.239011    364  490.095628  203.595628    366  614.845946  274.400000    370  592.445876  351.445876    388  464.621134  422.688144    388  337.418848  493.657068    382
86   proj_086.png  336.774536  62.647215    377  367.000000  133.225000    360  490.986450  203.639566    369  615.662162  274.416216    370  591.329016  351.554404    386  463.677003  422.653747    387  336.850000  493.452632    380
87   proj_087.png  336.304813  62.663102    374  368.192737  133.192737    358  491.939891  203.666667    366  616.396226  274.641509    371  590.196382  351.640827    387  462.717277  422.620419    382  336.259947  493.368700    377
88   proj_088.png  335.695767  62.719577    378  369.528926  133.093664    363  492.859459  203.581081    370  617.192935  274.720109    368  588.976864  351.652956    389  461.828125  422.630208    384  335.644156  493.098701    385
89   proj_089.png  335.196850  62.800525    381  370.808219  133.057534    365  493.771505  203.596774    372  617.804290  274.766756    373  587.672500  351.942500    400  460.751282  422.641026    390  335.236220  492.706037    381
90   proj_090.png  334.739946  62.801609    373  372.101928  133.129477    363  494.719346  203.670300    367  618.360656  274.978142    366  586.500000  352.000000    394  459.841146  422.541667    384  334.753316  492.535809    377
91   proj_091.png  334.230563  62.780161    373  373.415512  133.013850    361  495.613514  203.689189    370  618.961219  275.016620    361  585.198473  352.078880    393  458.989556  422.527415    383  334.265957  492.385638    376
92   proj_092.png  333.835106  62.867021    376  374.775676  133.045946    370  496.546667  203.733333    375  619.440000  275.226667    375  583.724051  352.207595    395  458.050891  422.564885    393  333.893048  492.197861    374
93   proj_093.png  333.514667  62.765333    375  376.260163  133.081301    369  497.394667  203.749333    375  619.991826  275.291553    367  582.520408  352.418367    392  457.127226  422.501272    393  333.489247  491.879032    372
94   proj_094.png  333.259459  62.848649    370  377.682065  133.046196    368  498.345845  203.764075    373  620.398374  275.325203    369  581.010127  352.455696    395  456.231362  422.491003    389  333.274933  491.636119    371
95   proj_095.png  333.002695  62.886792    371  379.068783  133.010582    378  499.287234  203.821809    376  620.868280  275.534946    372  579.626263  352.563131    396  455.299492  422.522843    394  333.016216  491.432432    370
96   proj_096.png  332.751366  62.874317    366  380.667582  133.000000    364  500.080429  203.806971    373  621.234501  275.652291    371  578.127182  352.618454    401  454.377215  422.488608    395  332.710811  491.178378    370
97   proj_097.png  332.491758  62.906593    364  382.154472  133.010840    369  500.934211  203.736842    380  621.525606  275.746631    371  576.593985  352.734336    399  453.478372  422.480916    393  332.578082  490.961644    365
98   proj_098.png  332.369272  62.816712    371  383.625668  132.949198    374  501.835509  203.684073    383  621.802139  275.815508    374  575.129584  352.911980    409  452.648241  422.424623    398  332.388140  490.711590    371
99   proj_099.png  332.346883  62.850949    369  385.239247  132.897849    372  502.616188  203.684073    383  622.094851  275.956640    369  573.536585  352.970732    410  451.670886  422.402532    395  332.363881  490.520216    371
100  proj_100.png  332.243836  62.832877    365  386.859838  132.865229    371  503.538259  203.688654    379  622.388889  275.991667    360  571.843672  353.136476    403  450.777215  422.331646    395  332.184573  490.305785    363
101  proj_101.png  332.256831  62.857923    366  388.480000  132.866667    375  504.426357  203.679587    387  622.557065  276.103261    368  570.259804  353.122549    408  449.997481  422.304786    397  332.202740  490.041096    365
102  proj_102.png  332.271978  62.945055    364  390.112299  132.893048    374  505.184697  203.751979    379  622.726287  276.200542    369  568.623762  353.235149    404  449.216080  422.331658    398  332.200000  489.770270    370
103  proj_103.png  332.256198  62.942149    363  391.867568  132.870270    370  506.065789  203.781579    380  622.793956  276.318681    364  566.896296  353.404938    405  448.304569  422.263959    394  332.357923  489.538251    366
104  proj_104.png  332.529577  62.907042    355  393.580645  132.774194    372  506.917772  203.814324    377  622.880886  276.526316    361  565.305764  353.471178    399  447.445570  422.260759    395  332.463889  489.294444    360
105  proj_105.png  332.671348  62.904494    356  395.334225  132.812834    374  507.722222  203.835979    378  622.911602  276.629834    362  563.490000  353.522500    400  446.681818  422.227273    396  332.669444  489.086111    360
106  proj_106.png  332.882353  62.963585    357  397.013661  132.855191    366  508.571429  203.843915    378  622.792350  276.710383    366  561.770370  353.674074    405  445.939547  422.138539    397  332.847458  488.887006    354
107  proj_107.png  333.133144  62.949008    353  398.837912  132.818681    364  509.328912  203.960212    377  622.530899  276.845506    356  559.960688  353.724816    407  444.952381  422.087719    399  333.169492  488.596045    354
108  proj_108.png  333.336182  62.954416    351  400.789041  132.794521    365  510.275401  203.949198    374  622.505650  276.889831    354  558.047382  353.817955    401  444.274112  421.987310    394  333.318182  488.360795    352
109  proj_109.png  333.875000  62.971591    352  402.309783  132.809783    368  511.000000  203.874332    374  622.235457  277.063712    361  556.117936  353.921376    407  443.452261  422.007538    398  333.845938  488.207283    357
110  proj_110.png  334.076923  62.954416    351  404.185984  132.716981    371  511.543081  203.945170    383  622.057692  277.203297    364  554.414216  353.980392    408  442.542289  421.912935    402  334.093664  487.933884    363
111  proj_111.png  334.779370  62.945559    349  406.027322  132.658470    366  512.413613  203.866492    382  621.789916  277.196078    357  552.501235  354.069136    405  441.863402  421.909794    388  334.635328  487.809117    351
112  proj_112.png  335.084986  63.000000    353  408.027100  132.661247    369  513.122995  203.954545    374  621.504132  277.272727    363  550.485222  354.091133    406  441.205063  421.741772    395  335.125698  487.606145    358
113  proj_113.png  335.661850  62.973988    346  409.836898  132.737968    374  513.975936  204.016043    374  621.044693  277.494413    358  548.482843  354.166667    408  440.353690  421.689567    393  335.617143  487.134286    350
114  proj_114.png  336.254902  62.991597    357  411.697297  132.732432    370  514.707572  204.020888    383  620.833333  277.600000    360  546.515892  354.237164    409  439.736181  421.723618    398  336.171920  487.000000    349
115  proj_115.png  336.722380  63.000000    353  413.599462  132.685484    372  515.322835  203.979003    381  620.081232  277.666667    357  544.624079  354.348894    407  438.932668  421.541147    401  336.859195  486.893678    348
116  proj_116.png  337.519444  63.000000    360  415.536193  132.632708    373  516.025773  204.012887    388  619.848315  277.783708    356  542.548780  354.407317    410  438.217500  421.622500    400  337.431429  486.682857    350
117  proj_117.png  338.108504  63.026393    341  417.557333  132.618667    375  516.790698  204.038760    387  619.150838  277.988827    358  540.500000  354.500000    416  437.613636  421.505051    396  338.063037  486.389685    349
118  proj_118.png  338.941691  63.000000    343  419.525469  132.616622    373  517.493404  204.179420    379  618.513966  277.988827    358  538.376214  354.599515    412  436.834171  421.552764    398  338.876437  486.178161    348
119  proj_119.png  339.775862  63.025862    348  421.557029  132.673740    377  518.102564  204.143590    390  617.805556  278.152778    360  536.370813  354.722488    418  436.166667  421.534826    402  339.673239  485.997183    355
120  proj_120.png  340.207493  63.000000    347  423.548813  132.670185    379  518.683117  204.129870    385  617.355556  278.208333    360  534.238554  354.800000    415  435.537879  421.457071    396  340.428571  485.708571    350
121  proj_121.png  341.190202  63.000000    347  425.573684  132.655263    380  519.393229  204.177083    384  616.506849  278.331507    365  532.062201  354.777512    418  434.980000  421.390000    400  341.279539  485.475504    347
122  proj_122.png  342.080692  63.028818    347  427.683511  132.603723    376  520.066496  204.281330    391  615.800554  278.495845    361  530.019185  354.844125    417  434.236908  421.389027    401  342.240580  485.272464    345
123  proj_123.png  343.057803  63.008671    346  429.666667  132.565333    375  520.582902  204.287565    386  614.955056  278.533708    356  527.889688  354.911271    417  433.611111  421.232323    396  343.058140  485.081395    344
124  proj_124.png  344.058309  63.093294    343  431.744624  132.575269    372  521.368831  204.251948    385  614.058824  278.666667    357  525.756627  354.913253    415  433.009975  421.231920    401  344.064516  484.882698    341
125  proj_125.png  345.058309  63.093294    343  434.019074  132.523161    367  521.710938  204.265625    384  613.171348  278.870787    356  523.347826  354.975845    414  432.463659  421.157895    399  345.157434  484.766764    343
126  proj_126.png  346.094118  63.167647    340  436.052055  132.567123    365  522.480418  204.344648    383  612.236620  278.923944    355  521.184466  355.002427    412  431.974937  421.100251    399  346.211310  484.473214    336
127  proj_127.png  347.073529  63.173529    340  438.249330  132.579088    373  523.020725  204.347150    386  611.240113  278.985876    354  519.014599  355.038929    411  431.343434  421.020202    396  347.286136  484.306785    339
128  proj_128.png  348.245562  63.121302    338  440.419948  132.580052    381  523.511688  204.387013    385  610.200000  279.121127    355  516.831731  355.072115    416  430.920000  420.902500    400  348.276471  484.097059    340
129  proj_129.png  349.554913  63.132948    346  442.514360  132.524804    383  524.134518  204.302030    394  609.148459  279.148459    357  514.517647  355.160000    425  430.225806  420.846154    403  349.555882  483.900000    340
130  proj_130.png  350.824047  63.082111    341  444.549738  132.500000    382  524.527132  204.428941    387  607.986034  279.332402    358  512.215640  355.180095    422  429.784119  420.796526    403  350.745562  483.686391    338
131  proj_131.png  352.060606  63.166667    330  446.594667  132.584000    375  525.166667  204.310256    390  606.951289  279.389685    349  510.071942  355.196643    417  429.354430  420.658228    395  351.927273  483.451515    330
132  proj_132.png  353.373860  63.203647    329  448.825974  132.522078    385  525.531088  204.404145    386  605.814815  279.421652    351  507.814286  355.157143    420  428.883838  420.694444    396  353.258359  483.322188    329
133  proj_133.png  354.548485  63.236364    330  451.152850  132.497409    386  526.040506  204.407595    395  604.470423  279.549296    355  505.447059  355.204706    425  428.316456  420.582278    395  354.526946  483.053892    334
134  proj_134.png  355.737952  63.195783    332  453.386667  132.437333    375  526.539267  204.489529    382  603.368272  279.759207    353  503.136364  355.284689    418  427.954545  420.515152    396  355.946588  482.931751    337
135  proj_135.png  357.364742  63.197568    329  455.500000  132.500000    380  526.974555  204.445293    393  601.878187  279.875354    353  500.883610  355.171021    421  427.490956  420.527132    387  357.458967  482.699088    329
136  proj_136.png  358.599388  63.149847    327  457.597884  132.492063    378  527.458115  204.515707    382  600.498559  279.933718    347  498.451163  355.320930    430  427.049096  420.392765    387  358.582317  482.582317    328
137  proj_137.png  360.116071  63.122024    336  459.907407  132.465608    378  527.759162  204.507853    382  599.202817  279.907042    355  496.167453  355.299528    424  426.609137  420.378173    394  360.212389  482.289086    339
138  proj_138.png  361.608563  63.183486    327  462.132626  132.474801    377  528.303896  204.576623    385  597.829132  280.070028    357  493.810304  355.496487    427  426.321337  420.347044    389  361.618182  482.093939    330
139  proj_139.png  363.125382  63.244648    327  464.220159  132.527851    377  528.635171  204.485564    381  596.186441  280.158192    354  491.462441  355.410798    426  425.871391  420.238845    381  363.132530  481.948795    332
140  proj_140.png  364.696049  63.185410    329  466.500000  132.500000    392  528.973404  204.609043    376  594.916201  280.270950    358  489.128146  355.450801    437  425.469231  420.253846    390  364.752266  481.788520    331
141  proj_141.png  366.342508  63.189602    327  468.603093  132.500000    388  529.401575  204.559055    381  593.155807  280.339943    353  486.912240  355.496536    433  425.190231  420.064267    389  366.285276  481.622699    326
142  proj_142.png  367.918750  63.168750    320  470.748718  132.453846    390  529.600529  204.603175    378  591.678977  280.431818    352  484.425629  355.505721    437  424.801034  419.994832    387  367.962733  481.431677    322
143  proj_143.png  369.549689  63.161491    322  473.319588  132.417526    388  530.048649  204.645946    370  590.074928  280.570605    347  482.048724  355.457077    431  424.506667  419.986667    375  369.588785  481.233645    321
144  proj_144.png  371.310976  63.207317    328  475.377892  132.478149    389  530.371353  204.700265    377  588.413598  280.563739    353  479.786848  355.503401    441  424.176623  419.950649    385  371.341463  481.149390    328
