Phantom already exists, skipping: cuboid_phantom_4_normal.npy

################################################################################
Running cuboid=normal scenario=G4 N_ANGLES=360, K=4
view   0 | SOD= 568.374 mm | SDD= 691.050 mm | M= 1.216 | incident=3.1588°
[[  24.733675   -567.4833      -20.        ]
 [   3.6013086   122.35616      15.        ]
 [   0.14939497    0.00782946    0.        ]
 [   0.            0.            0.1496    ]]
            image          x1         y1  area1          x2          y2  area2          x3          y3  area3          x4          y4  area4
0    proj_000.png  470.178893  86.945946    777  361.537190  234.592287    726  478.393678  375.066092    696  470.210390  539.076623    770
1    proj_001.png  467.706186  86.949742    776  361.614108  234.585062    723  480.345821  375.119597    694  467.703368  539.115285    772
2    proj_002.png  465.150193  86.933248    779  361.979339  234.601928    726  482.298701  375.233766    693  465.107652  539.177691    771
3    proj_003.png  462.634839  86.950968    775  362.351801  234.560942    722  484.282200  375.306802    691  462.612987  539.212987    770
4    proj_004.png  460.000000  86.856960    783  362.500000  234.574176    728  486.235890  375.361795    691  459.998710  539.327742    775
5    proj_005.png  457.365161  86.950968    775  362.750347  234.552011    721  488.100437  375.441048    687  457.390968  539.402581    775
6    proj_006.png  454.845663  86.887755    784  363.134349  234.534626    722  490.047965  375.459302    688  454.892031  539.470437    778
7    proj_007.png  452.216667  86.858974    780  363.424828  234.548966    725  492.059942  375.527778    684  452.154242  539.507712    778
8    proj_008.png  449.622423  86.885309    776  363.669903  234.509015    721  493.983918  375.567251    684  449.564103  539.552564    780
9    proj_009.png  446.965517  86.850575    783  364.109722  234.481944    720  495.916422  375.693548    682  446.990944  539.675291    773
10   proj_010.png  444.316667  86.865385    780  364.408022  234.482711    723  497.751105  375.789396    679  444.347044  539.690231    778
11   proj_011.png  441.644501  86.854220    782  364.705718  234.444909    717  499.578561  375.854626    681  441.634492  539.712999    777
12   proj_012.png  439.000000  86.856960    783  365.208044  234.442441    721  501.442167  375.897511    683  438.966408  539.742894    774
13   proj_013.png  436.372925  86.844189    783  365.564673  234.426982    719  503.137574  375.985207    676  436.414194  539.812903    775
14   proj_014.png  433.610191  86.807643    785  366.033333  234.434722    720  504.961481  376.000000    675  433.634146  539.816431    779
15   proj_015.png  430.980818  86.863171    782  366.405028  234.403631    716  506.681351  376.123348    681  430.954780  539.767442    774
16   proj_016.png  428.354592  86.848214    784  366.875872  234.404463    717  508.458150  376.129222    681  428.307593  539.833977    777
17   proj_017.png  425.553299  86.818528    788  367.310924  234.366947    714  510.085546  376.218289    678  425.644872  539.833333    780
18   proj_018.png  422.927203  86.872286    783  367.735664  234.384615    715  511.730882  376.376471    680  422.899355  539.845161    775
19   proj_019.png  420.232824  86.863868    786  368.310924  234.366947    714  513.412884  376.468521    683  420.205128  539.837179    780
20   proj_020.png  417.511421  86.785533    788  368.726891  234.301120    714  515.000000  376.500000    682  417.594629  539.795396    782
21   proj_021.png  414.818528  86.862944    788  369.351541  234.296919    714  516.530015  376.585652    683  414.799486  539.845758    778
22   proj_022.png  412.142132  86.870558    788  369.853556  234.287308    717  518.164201  376.730769    676  412.163239  539.813625    778
23   proj_023.png  409.482759  86.816092    783  370.389356  234.278711    714  519.625551  376.834068    681  409.489691  539.838918    776
24   proj_024.png  406.804847  86.844388    784  371.001397  234.250000    716  521.149852  376.906528    674  406.781210  539.806950    777
25   proj_025.png  404.157962  86.857325    785  371.559441  234.275524    715  522.601744  376.982558    688  404.066838  539.764781    778
26   proj_026.png  401.400256  86.881074    782  372.108484  234.283727    719  524.065185  377.031111    675  401.427835  539.858247    776
27   proj_027.png  398.765006  86.874840    783  372.645161  234.298738    713  525.466472  377.120991    686  398.760563  539.778489    781
28   proj_028.png  396.079284  86.886189    782  373.406425  234.293296    716  526.789165  377.219619    683  396.033592  539.713178    774
29   proj_029.png  393.419974  86.877081    781  374.019471  234.218359    719  528.058224  377.327511    687  393.421795  539.743590    780
30   proj_030.png  390.886189  86.888747    782  374.593007  234.232168    715  529.471098  377.498555    692  390.827763  539.674807    778
31   proj_031.png  388.133163  86.883483    781  375.348675  234.172943    717  530.720058  377.533911    693  388.069767  539.689922    774
32   proj_032.png  385.500000  86.851282    780  375.932867  234.145455    715  531.982583  377.671988    689  385.503193  539.544061    783
33   proj_033.png  382.911538  86.858974    780  376.650904  234.132128    719  533.155523  377.771802    688  382.926357  539.541344    774
34   proj_034.png  380.221364  86.900901    777  377.382148  234.059972    717  534.345376  377.923410    692  380.181701  539.435567    776
35   proj_035.png  377.717949  86.901282    780  378.062155  234.084254    724  535.453237  377.964029    695  377.668367  539.394133    784
36   proj_036.png  375.069320  86.852375    779  378.752420  234.081604    723  536.635447  378.038905    694  375.059355  539.313548    775
