Phantom already exists, skipping: cuboid_phantom_5_normal.npy

################################################################################
Running cuboid=normal scenario=G4 N_ANGLES=360, K=5
view   0 | SOD= 568.374 mm | SDD= 691.050 mm | M= 1.216 | incident=3.1588°
[[  24.733675   -567.4833      -20.        ]
 [   3.6013086   122.35616      15.        ]
 [   0.14939497    0.00782946    0.        ]
 [   0.            0.            0.1496    ]]
            image          x1         y1  area1          x2          y2  area2          x3          y3  area3          x4          y4  area4          x5          y5  area5
0    proj_000.png  470.116041  86.912969    586  357.884007  198.917399    569  368.522073  303.092131    521  476.411439  414.444649    542  470.175652  538.907826    575
1    proj_001.png  467.685811  86.954392    592  357.007105  198.866785    563  370.901544  303.054054    518  477.373849  414.502762    543  467.700348  539.040070    574
2    proj_002.png  465.089041  86.902397    584  356.145907  198.873665    562  373.421154  303.034615    520  478.318519  414.568519    540  465.115917  539.121107    578
3    proj_003.png  462.572635  86.873311    592  355.264184  198.982270    564  375.801147  303.091778    523  479.138632  414.558226    541  462.570447  539.097938    582
4    proj_004.png  460.053422  86.886477    599  354.428064  198.960924    563  378.231939  303.013308    526  479.963031  414.663586    541  459.963855  539.201377    581
5    proj_005.png  457.456522  86.841137    598  353.646018  198.945133    565  380.652751  303.037951    527  480.797445  414.724453    548  457.469697  539.249158    594
6    proj_006.png  454.844741  86.884808    599  352.825000  198.846429    560  383.154580  303.019084    524  481.520221  414.670956    544  454.810169  539.342373    590
7    proj_007.png  452.185930  86.871022    597  351.967391  198.806159    552  385.532567  302.984674    522  482.365169  414.848315    534  452.218058  539.345826    587
8    proj_008.png  449.636516  86.889447    597  351.143636  198.776364    550  388.017241  302.954023    522  483.232775  414.932961    537  449.603041  539.493243    592
9    proj_009.png  446.953020  86.916107    596  350.422587  198.765027    549  390.500000  302.928030    528  484.062147  415.058380    531  446.965695  539.451115    583
10   proj_010.png  444.285714  86.885382    602  349.597450  198.666667    549  392.954545  302.888258    528  484.808630  415.090056    533  444.272269  539.487395    595
11   proj_011.png  441.659468  86.853821    602  348.803309  198.768382    544  395.535985  302.897727    528  485.581921  415.201507    531  441.636364  539.580808    594
12   proj_012.png  438.970346  86.851730    607  348.125926  198.683333    540  398.009328  302.852612    536  486.340866  415.210923    531  438.998314  539.568297    593
13   proj_013.png  436.346090  86.825291    601  347.429368  198.680297    538  400.545802  302.853053    524  487.026871  415.326296    521  436.319728  539.663265    588
14   proj_014.png  433.621891  86.835821    603  346.697588  198.690167    539  402.966292  302.837079    534  487.727619  415.396190    525  433.600000  539.701695    590
15   proj_015.png  430.991681  86.858569    601  346.157699  198.701299    539  405.502825  302.832392    531  488.429924  415.393939    528  430.965928  539.713799    587
16   proj_016.png  428.278878  86.792079    606  345.484171  198.692737    537  408.070076  302.801136    528  489.109405  415.495202    521  428.262712  539.727119    590
17   proj_017.png  425.732441  86.782609    598  344.759777  198.689013    537  410.533962  302.843396    530  489.739962  415.577438    523  425.683673  539.761905    588
18   proj_018.png  422.945092  86.805324    601  344.365672  198.660448    536  413.043726  302.815589    526  490.376894  415.645833    528  422.984668  539.724020    587
19   proj_019.png  420.084298  86.813223    605  343.644444  198.644444    540  415.549533  302.820561    535  491.000000  415.701149    522  420.149406  539.719864    589
20   proj_020.png  417.540765  86.798669    601  343.185741  198.607880    533  418.062857  302.800000    525  491.481836  415.875717    523  417.567797  539.666102    590
21   proj_021.png  414.814570  86.827815    604  342.721281  198.679849    531  420.665414  302.825188    532  492.035088  415.883041    513  414.807560  539.719931    582
22   proj_022.png  412.189853  86.823241    611  342.090909  198.584416    539  423.189139  302.808989    534  492.642447  415.990440    523  412.164430  539.746644    596
23   proj_023.png  409.523333  86.785000    600  341.796226  198.652830    530  425.603025  302.822306    529  493.046512  415.990310    516  409.501689  539.707770    592
24   proj_024.png  406.825658  86.845395    608  341.231776  198.641121    535  428.156716  302.884328    536  493.611429  416.049524    525  406.740304  539.634064    593
25   proj_025.png  404.235099  86.836093    604  340.922932  198.633459    532  430.635849  302.828302    530  494.024436  416.259398    532  404.132879  539.649063    587
26   proj_026.png  401.515050  86.819398    598  340.468927  198.553672    531  433.254717  302.873585    530  494.407619  416.262857    525  401.423012  539.664975    591
27   proj_027.png  398.772727  86.759259    594  340.164486  198.594393    535  435.604962  302.912214    524  494.811787  416.317490    526  398.814310  539.657581    587
28   proj_028.png  396.109797  86.827703    592  339.634831  198.541199    534  438.349146  302.948767    527  495.253333  416.417143    525  396.091993  539.640545    587
29   proj_029.png  393.471477  86.865772    596  339.468045  198.535714    532  440.584291  302.952107    522  495.602273  416.409091    528  393.462457  539.754266    586
30   proj_030.png  390.787270  86.860972    597  339.244485  198.522059    544  443.290807  302.909944    533  495.953096  416.590994    533  390.784512  539.673401    594
31   proj_031.png  388.135823  86.864177    589  338.728119  198.471136    537  445.564054  302.965583    523  496.325843  416.739700    534  388.151361  539.477891    588
32   proj_032.png  385.536545  86.827243    602  338.583643  198.500000    538  448.267686  302.998088    523  496.521576  416.761726    533  385.491611  539.439597    596
33   proj_033.png  382.944257  86.880068    592  338.429630  198.500000    540  450.545802  302.982824    524  496.709738  416.780899    534  382.932318  539.472081    591
34   proj_034.png  380.323873  86.883139    599  338.341912  198.500000    544  453.104563  303.032319    526  497.109259  416.942593    540  380.351852  539.377104    594
35   proj_035.png  377.717863  86.881469    599  338.171846  198.446069    547  455.510476  303.068571    525  497.263352  417.014733    543  377.648241  539.301508    597
36   proj_036.png  375.082770  86.945946    592  337.754613  198.424354    542  457.984762  303.045714    525  497.457249  417.154275    538  375.074703  539.169779    589
37   proj_037.png  372.554806  86.961214    593  337.664825  198.476980    543  460.437859  303.082218    523  497.684502  417.238007    542  372.531092  539.218487    595
38   proj_038.png  370.000000  86.915110    589  337.626838  198.430147    544  462.705545  303.135755    523  497.748162  417.303309    544  369.996604  539.095076    589
39   proj_039.png  367.454545  86.919192    594  337.568556  198.407678    547  465.381404  303.098672    527  497.860294  417.336397    544  367.469697  539.089226    594
40   proj_040.png  364.956303  87.000000    595  337.522936  198.363303    545  467.553875  303.168242    529  498.063291  417.386980    553  364.989899  539.020202    594
41   proj_041.png  362.478041  86.915541    592  337.500000  198.356618    544  470.009615  303.119231    520  498.119134  417.440433    554  362.382799  538.890388    593
42   proj_042.png  359.979730  86.989865    592  337.500000  198.356618    544  472.404175  303.163188    527  498.161871  417.510791    556  359.989899  538.939394    594
43   proj_043.png  357.478114  86.959596    594  337.522936  198.363303    545  474.647059  303.227704    527  498.175407  417.658228    553  357.477234  538.765599    593
44   proj_044.png  355.000000  87.000000    593  337.620000  198.361818    550  477.126177  303.316384    531  498.183784  417.668468    555  354.979695  538.796954    591
45   proj_045.png  352.664384  86.965753    584  337.638026  198.323583    547  479.434535  303.330171    527  498.120658  417.786106    547  352.630769  538.627350    585
46   proj_046.png  350.115646  87.011905    588  337.707721  198.340074    544  481.628788  303.399621    528  498.078182  417.883636    550  350.128425  538.501712    584
47   proj_047.png  347.867121  87.003407    587  337.747253  198.307692    546  483.934866  303.408046    522  498.000000  417.976534    554  347.866667  538.295726    585
48   proj_048.png  345.335616  87.034247    584  338.014467  198.278481    553  486.162524  303.539197    523  497.922523  418.090090    555  345.414966  538.204082    588
49   proj_049.png  343.049153  87.027119    590  338.273551  198.250000    552  488.495292  303.523540    531  497.742754  418.137681    552  343.132653  538.108844    588
50   proj_050.png  340.921502  87.042662    586  338.386861  198.239051    548  490.631579  303.515038    532  497.670270  418.309910    555  340.792164  538.042589    587
51   proj_051.png  338.488927  87.074957    587  338.563536  198.287293    543  492.845420  303.664122    524  497.452252  418.329730    555  338.500000  538.000000    586
52   proj_052.png  336.161512  87.097938    582  338.768248  198.213504    548  495.050096  303.647399    519  497.350272  418.357532    551  336.253012  537.938038    581
53   proj_053.png  333.998285  87.145798    583  339.000000  198.218412    554  497.370301  303.659774    532  497.055062  418.460036    563  334.020339  537.808475    590
54   proj_054.png  331.888124  87.185886    581  339.354244  198.206642    542  499.485714  303.786667    525  496.907308  418.566845    561  331.896907  537.597938    582
55   proj_055.png  329.692833  87.187713    586  339.693285  198.154265    551  501.498106  303.854167    528  496.669643  418.585714    560  329.721088  537.457483    588
56   proj_056.png  327.500000  87.172881    590  340.023551  198.099638    552  503.539924  303.922053    526  496.328571  418.698214    560  327.521368  537.275214    585
57   proj_057.png  325.388416  87.175468    587  340.295413  198.108257    545  505.564885  303.952290    524  496.072954  418.823843    562  325.392796  537.190395    583
58   proj_058.png  323.325901  87.178388    583  340.829982  198.078611    547  507.634470  303.973485    528  495.685252  418.919065    556  323.308219  537.125000    584
59   proj_059.png  321.303602  87.236707    583  341.050725  198.023551    552  509.657845  303.981096    529  495.313167  418.989324    562  321.268376  536.972650    585
60   proj_060.png  319.317324  87.236707    583  341.555354  198.016334    551  511.664783  304.107345    531  494.962366  419.055556    558  319.233677  536.817869    582
61   proj_061.png  317.315517  87.296552    580  342.020110  198.036563    547  513.637051  304.147448    529  494.552212  419.120354    565  317.262069  536.729310    580
62   proj_062.png  315.286957  87.314783    575  342.482633  198.016453    547  515.611321  304.226415    530  494.064286  419.182143    560  315.395869  536.452668    581
63   proj_063.png  313.308362  87.324042    574  343.044527  198.000000    539  517.571698  304.237736    530  493.687389  419.253996    563  313.362069  536.322414    580
64   proj_064.png  311.470280  87.295455    572  343.492701  197.961679    548  519.398866  304.308129    529  493.151079  419.395683    556  311.452007  536.085515    573
65   proj_065.png  309.536713  87.361888    572  344.118299  197.953789    541  521.251880  304.390977    532  492.637809  419.445230    566  309.595447  536.021016    571
66   proj_066.png  307.882759  87.353448    580  344.607273  197.958182    550  523.129944  304.425612    531  492.128342  419.534759    561  307.850772  535.893654    583
