
################################################################################
Running scenario=G1 N_ANGLES=180, K=6
view   0 | SOD= 570.551 mm | SDD= 705.315 mm | M= 1.236 | incident=3.4990°
[[  81.309204  -564.17444    -25.       ]
 [ -18.649195   132.69592     18.       ]
 [   0.1481441    0.0208203    0.       ]
 [   0.           0.           0.1496   ]]
            image          x1         y1  area1          x2          y2  area2          x3          y3  area3          x4          y4  area4          x5          y5  area5          x6          y6  area6
0    proj_000.png  512.776529  75.046192    801  402.037662  166.105195    770  426.500000  251.500000    732  514.479050  336.000000    716  533.962914  431.479470    755  512.757881  535.044136    793
1    proj_001.png  507.392813  75.019827    807  399.000000  166.125490    765  429.013587  251.516304    736  519.030769  336.113287    715  534.213049  431.640479    751  507.413016  535.226533    799
2    proj_002.png  502.039752  75.000000    805  395.976316  166.076316    760  431.500000  251.500000    732  523.574438  336.227528    712  534.492042  431.847480    754  502.075682  535.266749    806
3    proj_003.png  496.647349  75.017263    811  393.147563  166.000000    759  433.982313  251.380952    735  528.008392  336.299301    715  534.720745  431.946809    752  496.634207  535.338327    801
4    proj_004.png  491.232386  75.017305    809  390.328084  165.969816    762  436.587671  251.394521    730  532.417489  336.361072    709  534.878505  432.097463    749  491.326683  535.452618    802
5    proj_005.png  485.699634  75.019536    819  387.755236  165.920157    764  439.076190  251.355102    735  536.776056  336.494366    710  534.863636  432.228610    748  485.705590  535.442236    805
6    proj_006.png  480.321123  74.993895    819  385.193676  165.891963    759  441.861789  251.331978    738  541.184248  336.551336    711  534.868000  432.340000    750  480.410891  535.517327    808
7    proj_007.png  474.759709  75.019417    824  382.791064  165.837057    761  444.466033  251.258152    736  545.415493  336.683099    710  534.790945  432.595206    751  474.771605  535.412346    810
8    proj_008.png  469.395604  75.019536    819  380.441524  165.809461    761  447.155102  251.189116    735  549.536723  336.778249    708  534.538867  432.789196    759  469.443069  535.514851    808
9    proj_009.png  463.928659  75.000000    813  378.236772  165.689153    756  449.922659  251.173677    737  553.532097  336.992867    701  534.237401  432.880637    754  463.892025  535.418405    815
10   proj_010.png  458.482209  75.008589    815  376.155585  165.578457    752  452.751015  251.196211    739  557.518519  337.081197    702  533.945623  433.013263    754  458.489493  535.483313    809
11   proj_011.png  453.076638  75.000000    809  374.194960  165.578249    754  455.516216  251.163514    740  561.388499  337.315568    713  533.528871  433.074803    762  453.082209  535.444172    815
12   proj_012.png  447.628079  75.000000    812  372.436170  165.597074    752  458.376184  251.117727    739  565.235624  337.427770    713  533.044329  433.277705    767  447.582512  535.444581    812
13   proj_013.png  442.339066  75.000000    814  370.819261  165.463061    758  461.173207  251.070365    739  568.800281  337.590717    711  532.566313  433.403183    754  442.370828  535.343634    809
14   proj_014.png  436.972431  75.078947    798  369.226790  165.389920    754  463.981081  251.083784    740  572.466292  337.744382    712  531.938076  433.575758    759  436.986250  535.151250    800
15   proj_015.png  431.681988  75.052174    805  367.822751  165.366402    756  466.815217  251.059783    736  575.863955  337.974755    713  531.211009  433.754915    763  431.642145  535.024938    802
16   proj_016.png  426.445409  75.032258    806  366.523873  165.228117    754  469.741497  251.021769    735  579.264336  338.204196    715  530.456437  433.972692    769  426.421836  534.861042    806
17   proj_017.png  421.354557  75.053683    801  365.412000  165.244000    750  472.588798  251.051913    732  582.439499  338.358832    719  529.583875  434.028609    769  421.337051  534.723668    807
18   proj_018.png  416.128911  75.108886    799  364.411687  165.219124    753  475.500000  251.032787    732  585.506224  338.578147    723  528.773022  434.128405    771  416.236025  534.614907    805
19   proj_019.png  411.170025  75.085642    794  363.485411  165.156499    754  478.361149  251.057456    731  588.465084  338.716480    716  527.872229  434.268579    767  411.265255  534.412204    803
20   proj_020.png  406.326683  75.100998    802  362.757616  165.063576    755  481.229932  251.046259    735  591.312672  338.972452    726  526.831169  434.480519    770  406.286070  534.212687    804
21   proj_021.png  401.466250  75.078750    800  362.105680  165.000000    757  484.176391  251.040706    737  594.015214  339.250346    723  525.722438  434.578470    771  401.426434  533.980050    802
22   proj_022.png  396.692403  75.117061    803  361.597625  164.952507    758  486.989160  251.074526    738  596.572215  339.449794    727  524.497416  434.766150    774  396.694030  533.680348    804
23   proj_023.png  392.008794  75.059045    796  361.337731  164.926121    758  489.802183  251.099591    733  598.972640  339.630643    731  523.192755  434.871928    773  392.113325  533.481943    803
24   proj_024.png  387.563433  75.139303    804  361.108924  164.856955    762  492.641791  251.153324    737  601.277929  339.820163    734  522.011613  434.971613    775  387.547264  533.236318    804
25   proj_025.png  383.135338  75.067669    798  361.095926  164.806833    761  495.449118  251.187246    737  603.377205  340.138399    737  520.635659  435.099483    774  383.137500  532.895000    800
26   proj_026.png  378.839398  75.063990    797  361.133245  164.696570    758  498.185637  251.234417    738  605.382192  340.369863    730  519.206452  435.125161    775  378.773067  532.589776    802
27   proj_027.png  374.657895  75.160401    798  361.294430  164.698939    754  500.960544  251.189116    735  607.137042  340.554953    737  517.778920  435.215938    778  374.674564  532.334165    802
28   proj_028.png  370.618750  75.176250    800  361.819629  164.570292    754  503.729730  251.282432    740  608.831763  340.742934    743  516.270166  435.431498    781  370.665835  531.901496    802
29   proj_029.png  366.704774  75.160804    796  362.175532  164.500000    752  506.416098  251.315143    733  610.271141  341.124832    745  514.690141  435.500640    781  366.683750  531.615000    800
30   proj_030.png  362.991162  75.130051    792  362.882823  164.491345    751  509.087719  251.338731    741  611.697987  341.287248    745  513.050258  435.661082    776  363.006281  531.288945    796
31   proj_031.png  359.464824  75.227387    796  363.678191  164.321809    752  511.702849  251.388060    737  612.841823  341.554960    746  511.366539  435.763729    783  359.424433  530.885390    794
32   proj_032.png  355.887626  75.165404    792  364.559413  164.289720    749  514.199187  251.379404    738  613.847594  341.808824    748  509.634492  435.913771    777  355.806775  530.538269    797
