Phantom already exists, skipping: cuboid_phantom_3_small.npy

################################################################################
Running cuboid=small scenario=G1 N_ANGLES=360, K=3
view   0 | SOD= 565.750 mm | SDD= 721.227 mm | M= 1.275 | incident=3.3432°
[[  57.21255    -562.1528      -28.        ]
 [ -18.490114    153.9744       12.        ]
 [   0.14903073    0.0130385     0.        ]
 [   0.            0.            0.1496    ]]
            image          x1          y1  area1          x2          y2  area2          x3          y3  area3
0    proj_000.png  549.489183  207.253606    832  444.651729  347.060179    781  549.489771  501.334537    831
1    proj_001.png  548.210843  207.384337    830  445.910600  347.035760    783  548.182036  501.467066    835
2    proj_002.png  546.844765  207.381468    831  447.217670  346.961588    781  546.825150  501.487425    835
3    proj_003.png  545.506634  207.307600    829  448.498715  346.988432    778  545.526506  501.581928    830
4    proj_004.png  544.097356  207.376202    832  449.817136  346.878517    782  544.156699  501.596890    836
5    proj_005.png  542.848739  207.397359    833  451.240051  346.887035    779  542.858002  501.659446    831
6    proj_006.png  541.381928  207.392771    830  452.531451  346.866496    779  541.406475  501.736211    834
7    proj_007.png  540.000000  207.430288    832  453.897436  346.806410    780  540.029762  501.805952    840
8    proj_008.png  538.654217  207.407229    830  455.343949  346.740127    785  538.585919  501.879475    838
9    proj_009.png  537.088729  207.395683    834  456.600509  346.718830    786  537.104762  501.936905    840
10   proj_010.png  535.796163  207.471223    834  458.057471  346.666667    783  535.762530  501.989260    838
11   proj_011.png  534.217964  207.457485    835  459.515924  346.622930    785  534.254762  502.057143    840
12   proj_012.png  532.878136  207.495818    837  460.901535  346.627877    782  532.900238  502.143705    842
13   proj_013.png  531.237470  207.447494    838  462.473350  346.555838    788  531.309156  502.177170    841
14   proj_014.png  529.878136  207.495818    837  463.749364  346.558524    786  529.889286  502.238095    840
15   proj_015.png  528.266110  207.473747    838  465.335025  346.487310    788  528.308876  502.255621    845
16   proj_016.png  526.878136  207.495818    837  466.664975  346.549492    788  526.877088  502.324582    838
17   proj_017.png  525.221027  207.488650    837  468.274112  346.463198    788  525.259215  502.406659    841
18   proj_018.png  523.876190  207.534524    840  469.621212  346.468434    792  523.862605  502.443250    837
19   proj_019.png  522.162098  207.533969    839  471.225765  346.375000    784  522.188319  502.432658    839
20   proj_020.png  520.758621  207.545779    841  472.661616  346.420455    792  520.776457  502.483948    841
21   proj_021.png  519.094048  207.522619    840  474.186701  346.323529    782  519.124105  502.504773    838
22   proj_022.png  517.624402  207.533493    836  475.667090  346.307497    787  517.642431  502.522050    839
23   proj_023.png  516.052569  207.547192    837  477.209451  346.237548    783  516.047619  502.540476    840
