Phantom already exists, skipping: cuboid_phantom_3_square.npy

################################################################################
Running cuboid=square scenario=G2 N_ANGLES=180, K=3
view   0 | SOD= 570.046 mm | SDD= 696.006 mm | M= 1.221 | incident=0.2470°
[[ 119.47323    -557.34204      -7.        ]
 [ -25.864782    123.32077      -7.        ]
 [   0.14616601    0.03186934    0.        ]
 [   0.            0.            0.1496    ]]
            image          x1          y1  area1          x2          y2  area2          x3          y3  area3
0    proj_000.png  550.979408  337.661519    777  400.387234  435.239716    705  551.000000  538.574359    780
1    proj_001.png  546.730280  337.590331    786  404.439093  435.208215    706  546.735369  538.660305    786
2    proj_002.png  542.500000  337.571429    784  408.500000  435.161473    706  542.535623  538.703562    786
3    proj_003.png  538.122762  337.557545    782  412.689362  435.212766    705  538.138639  538.903723    779
4    proj_004.png  533.701266  337.534177    790  416.997179  435.183357    709  533.659004  538.901660    783
5    proj_005.png  529.286616  337.535354    792  421.370739  435.126420    704  529.219543  538.978426    788
6    proj_006.png  524.610553  337.515075    796  425.642553  435.092199    705  524.610127  538.983544    790
7    proj_007.png  519.931818  337.500000    792  430.179887  435.065156    706  519.897856  539.023960    793
8    proj_008.png  515.264743  337.481807    797  434.551920  435.061166    703  515.235145  539.103666    791
9    proj_009.png  510.391521  337.500000    802  439.205674  435.021277    705  510.454660  539.156171    794
10   proj_010.png  505.618929  337.483188    803  443.716524  435.059829    702  505.603535  539.253788    792
11   proj_011.png  500.692500  337.470000    800  448.384943  435.000000    704  500.728070  539.269424    798
12   proj_012.png  495.813283  337.466165    798  452.957386  435.012784    704  495.846926  539.269762    797
13   proj_013.png  490.825596  337.450439    797  457.562323  435.000000    706  490.935930  539.278894    796
14   proj_014.png  485.915935  337.395232    797  462.370739  434.963068    704  485.979823  539.315259    793
15   proj_015.png  480.987516  337.426966    801  467.000000  434.936975    714  480.981179  539.309912    797
16   proj_016.png  476.017478  337.490637    801  471.575843  434.977528    712  476.014981  539.303371    801
17   proj_017.png  471.067332  337.462594    802  476.424157  434.977528    712  471.071250  539.307500    800
18   proj_018.png  466.135338  337.411028    798  481.001397  434.979050    716  466.141604  539.333333    798
19   proj_019.png  461.140527  337.430364    797  485.643972  434.978723    705  461.124216  539.331242    797
20   proj_020.png  456.188442  337.464824    796  490.437677  435.000000    706  456.132832  539.313283    798
21   proj_021.png  451.264080  337.443054    799  495.050992  435.029745    706  451.229611  539.272271    797
22   proj_022.png  446.323346  337.481898    801  499.613636  435.042614    704  446.339599  539.263158    798
23   proj_023.png  441.425000  337.500000    800  504.283476  435.059829    702  441.443742  539.252845    791
24   proj_024.png  436.608479  337.500000    802  508.794326  435.021277    705  436.662469  539.175063    794
25   proj_025.png  431.764411  337.500000    798  513.448080  435.061166    703  431.852645  539.091940    794
26   proj_026.png  427.237736  337.506918    795  517.801418  435.075177    705  427.152778  539.049242    792
27   proj_027.png  422.500000  337.500000    792  522.357447  435.092199    705  422.500000  539.000000    790
28   proj_028.png  417.894937  337.565823    790  526.621277  435.146099    705  417.933758  538.933758    785
29   proj_029.png  413.447402  337.512041    789  531.000000  435.204225    710  413.413486  538.889313    786
30   proj_030.png  408.939589  337.564267    778  535.303977  435.232955    704  408.980818  538.863171    782
31   proj_031.png  404.539440  337.566158    786  539.482270  435.173050    705  404.544416  538.704315    788
32   proj_032.png  400.459288  337.605598    786  543.503536  435.182461    707  400.425478  538.647134    785
33   proj_033.png  396.180538  337.650448    781  547.562323  435.205382    706  396.211465  538.536306    785
34   proj_034.png  392.084724  337.698331    779  551.519041  435.212976    709  392.110115  538.394366    781
35   proj_035.png  388.118252  337.742931    778  555.320169  435.320169    709  388.127249  538.294344    778
36   proj_036.png  384.275194  337.817829    774  559.201693  435.410437    709  384.264516  538.165161    775
37   proj_037.png  380.702073  337.849741    772  562.798307  435.410437    709  380.680052  538.082902    772
38   proj_038.png  377.046632  337.764249    772  566.423562  435.451613    713  377.000000  538.000000    769
39   proj_039.png  373.625815  337.885267    767  569.833098  435.479491    707  373.596628  537.939040    771
40   proj_040.png  370.202861  337.877763    769  573.271709  435.500000    714  370.177691  537.846952    771
41   proj_041.png  367.070496  337.929504    766  576.451748  435.576224    715  367.084525  537.695709    769
42   proj_042.png  364.051114  337.941022    763  579.544693  435.586592    716  364.073107  537.540470    766
43   proj_043.png  361.152431  337.967148    761  582.481172  435.622036    717  361.083770  537.373037    764
44   proj_044.png  358.335979  337.982804    756  585.361851  435.692847    713  358.316623  537.209763    758
45   proj_045.png  355.668874  338.037086    755  588.126582  435.696203    711  355.678100  537.098945    758
46   proj_046.png  353.108000  338.065333    750  590.708039  435.732017    709  353.157333  536.960000    750
47   proj_047.png  350.918667  338.112000    750  593.255289  435.753173    709  350.938830  536.853723    752
48   proj_048.png  348.656042  338.107570    753  595.530324  435.827927    709  348.669323  536.722444    753
49   proj_049.png  346.638298  338.097074    752  597.733520  435.848527    713  346.730563  536.534853    746
50   proj_050.png  344.773936  338.172872    752  599.789621  435.978962    713  344.781041  536.411215    749
51   proj_051.png  343.034899  338.244295    745  601.708683  436.054622    714  342.997319  536.223861    746
52   proj_052.png  341.500000  338.342318    742  603.554469  436.255587    716  341.536193  536.096515    746
53   proj_053.png  340.153226  338.377688    744  605.110957  436.167822    721  340.135207  535.927711    747
54   proj_054.png  338.963514  338.409459    740  606.559889  436.314763    718  338.923284  535.725437    743
55   proj_055.png  337.925575  338.420839    739  607.901662  436.300554    722  337.918809  535.617050    739
56   proj_056.png  337.025745  338.429539    738  609.006916  436.341632    723  337.039136  535.458839    741
57   proj_057.png  336.460274  338.500000    730  609.962810  436.385675    726  336.410641  535.319236    733
58   proj_058.png  335.792120  338.535326    736  610.665742  436.459085    721  335.806233  535.082656    738
59   proj_059.png  335.500000  338.500000    732  611.419532  436.480055    727  335.468750  534.974185    736
60   proj_060.png  335.335616  338.586301    730  611.846154  436.561813    728  335.283967  534.838315    736
61   proj_061.png  335.303694  338.638851    731  612.229822  436.615595    731  335.319178  534.624658    730
62   proj_062.png  335.418733  338.662534    726  612.321918  436.628767    730  335.500000  534.500000    732
63   proj_063.png  335.754795  338.723288    730  612.273842  436.722071    734  335.728395  534.358025    729
64   proj_064.png  336.252747  338.791209    728  612.031165  436.842818    738  336.246914  534.134431    729
65   proj_065.png  336.831025  338.789474    722  611.745946  436.875676    740  336.783448  534.017931    725
66   proj_066.png  337.671745  338.861496    722  611.142469  436.902307    737  337.652355  533.765928    722
67   proj_067.png  338.655556  338.888889    720  610.445344  436.946019    741  338.631579  533.601108    722
68   proj_068.png  339.848821  338.987517    721  609.552561  437.072776    742  339.804709  533.494460    722
69   proj_069.png  341.131944  339.011111    720  608.532886  437.116779    745  341.130556  533.390278    720
70   proj_070.png  342.612273  339.140865    717  607.280374  437.136182    749  342.600279  533.316156    718
71   proj_071.png  344.266388  339.111576    717  605.965101  437.244295    745  344.236439  533.084840    719
72   proj_072.png  345.976356  339.141864    719  604.303071  437.229640    749  345.995822  532.866295    718
73   proj_073.png  347.913529  339.178522    717  602.666667  437.310576    747  347.910364  532.731092    714
74   proj_074.png  349.970506  339.226124    712  600.833111  437.336449    749  350.014025  532.586255    713
75   proj_075.png  352.242254  339.297183    710  598.753351  437.439678    746  352.223944  532.494366    710
76   proj_076.png  354.570423  339.246479    710  596.621984  437.500000    746  354.585331  532.328632    709
77   proj_077.png  357.082982  339.350211    711  594.134487  437.520639    751  357.074334  532.217391    713
78   proj_078.png  359.700000  339.326761    710  591.757294  437.636605    754  359.678925  532.130127    707
79   proj_079.png  362.483193  339.401961    714  588.951316  437.634211    760  362.459803  531.860367    709
80   proj_080.png  365.326788  339.443198    713  586.146053  437.677632    760  365.410689  531.756681    711
81   proj_081.png  368.313725  339.442577    714  583.206806  437.785340    764  368.354839  531.701262    713
82   proj_082.png  371.397203  339.482517    715  580.118644  437.816167    767  371.432773  531.567227    714
83   proj_083.png  374.643759  339.517532    713  576.997392  437.870926    767  374.643759  531.482468    713
84   proj_084.png  378.005690  339.520626    703  573.723735  437.885863    771  378.059574  531.439716    705
85   proj_085.png  381.500000  339.538028    710  570.155642  437.898833    771  381.500000  531.271709    714
86   proj_086.png  385.099291  339.548936    705  566.600515  437.970361    776  385.107345  531.179379    708
87   proj_087.png  388.777465  339.592958    710  562.842581  438.000000    775  388.724187  531.108911    707
88   proj_088.png  392.557123  339.631876    709  558.971686  438.024453    777  392.551920  530.937411    703
89   proj_089.png  396.346535  339.653465    707  555.000000  438.087291    779  396.428977  530.849432    704
90   proj_090.png  400.340395  339.673729    708  550.917949  438.115385    780  400.419858  530.782979    705
91   proj_091.png  404.373938  339.695467    706  546.708974  438.117949    780  404.428571  530.694484    707
92   proj_092.png  408.500000  339.704225    710  542.488520  438.144133    784  408.570621  530.621469    708
93   proj_093.png  412.670438  339.717115    707  538.136422  438.127413    777  412.673267  530.584158    707
94   proj_094.png  416.985896  339.779972    709  533.664112  438.190294    783  416.980254  530.492243    709
95   proj_095.png  421.340845  339.723944    710  529.222785  438.235443    790  421.320675  530.438819    711
96   proj_096.png  425.675599  339.755994    709  524.593434  438.277778    792  425.721127  530.405634    710
97   proj_097.png  430.199430  339.762108    702  519.973282  438.194656    786  430.228814  530.377119    708
98   proj_098.png  434.555712  339.823695    709  515.274780  438.323714    797  434.633427  530.283708    712
99   proj_099.png  439.235127  339.808782    706  510.415829  438.353015    796  439.223164  530.292373    708
100  proj_100.png  443.663830  339.811348    705  505.617315  438.336261    797  443.666195  530.223479    707
101  proj_101.png  448.407616  339.802539    709  500.732165  438.397997    799  448.391549  530.211268    710
102  proj_102.png  452.958865  339.855319    705  495.810777  438.370927    798  452.984353  530.137980    703
103  proj_103.png  457.553041  339.806223    707  490.892231  438.382206    798  457.553041  530.193777    707
104  proj_104.png  462.351695  339.775424    708  485.928392  438.340452    796  462.370945  530.150917    709
105  proj_105.png  467.000000  339.796919    714  480.952559  438.377029    801  466.974790  530.170868    714
