lambda,cuboid,K,N,scenario,file,sum,total_iters,cost_initial,cost_final,cost_change_pct,ddtheta_initial,dtheta,dtheta_change_pct,final_lambda,fake_dSx,fake_dSy,fake_dOx,fake_dOy,fake_dOz,fake_dDx,fake_dDy,fake_dDz,fake_alpha,fake_offset_x,fake_offset_z,hat_dSx,hat_dSy,hat_dOx,hat_dOy,hat_dOz,hat_dDx,hat_dDy,hat_dDz,hat_alpha,hat_offset_x,hat_offset_z,diff_dSx,diff_dSy,diff_dOx,diff_dOy,diff_dOz,diff_dDx,diff_dDy,diff_dDz,diff_alpha,diff_offset_x,diff_offset_z
LM_normal,tall,3,60,G4,run0264_u0065082.log,0.25926372,49,1150427.673211,4.039769,99.99964884632959,13.74866,1.78363e-05,99.99987026881165,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-12.00019862,2.99640105,-12.9833098,0.0,0.0,0.0,3.07004234,-0.00455781,0.00426052,0.0,0.0,-0.00019862,-0.00359895,0.0166902,0.0,0.0,0.0,-0.22995762,-0.00455781,0.00426052
LM_normal,tall,3,90,G0,run0265_u0065085.log,55.9078685,31,10078225.916889,130774.455859,98.70240598953185,37.85485,0.002887979,99.99237091416292,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99666747,-32.14750593,-17.46281354,0.0,0.0,0.0,-5.02120274,0.99032572,1.20831512,0.0,0.0,0.00333253,-37.14750593,1.53718646,0.0,0.0,0.0,-15.02120274,0.99032572,1.20831512
LM_normal,tall,3,90,G1,run0266_u0065092.log,65.82240663,38,12135572.660208,138346.127822,98.85999506001369,78.2474,0.001396385,99.99821542313227,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-5.99127498,-35.16497046,-13.30037266,0.0,0.0,0.0,-16.77593632,1.18843808,0.98470941,0.0,0.0,0.00872502,-37.16497046,1.69962734,0.0,0.0,0.0,-24.77593632,1.18843808,0.98470941
LM_normal,tall,3,90,G2,run0267_u0065096.log,0.13446512,72,8897967.336147,1.861598,99.99997907839027,37.57069,2.596304e-06,99.99999308954932,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00068028,8.00024258,-22.00900422,0.0,0.0,0.0,12.17859072,-0.00100272,0.00212585,0.0,0.0,-0.00068028,0.00024258,-0.00900422,0.0,0.0,0.0,-0.12140947,-0.00100272,0.00212585
LM_normal,tall,3,90,G3,run0268_u0065098.log,55.52023381,30,10246936.826858,141561.731739,98.61849707740996,38.64371,0.001875145,99.99514760616928,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-7.99292325,-31.08987079,-23.6926633,0.0,0.0,0.0,-0.7612099,0.95466983,1.30006946,0.0,0.0,0.00707675,-37.08987079,1.3073367,0.0,0.0,0.0,-14.86121028,0.95466983,1.30006946
LM_normal,tall,3,90,G4,run0269_u0065009.log,0.35927643,40,1725740.485635,6.542178,99.99962090603688,13.73138,5.524679e-06,99.99995976603225,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-12.00030218,2.99816996,-12.99136952,0.0,0.0,0.0,2.9586215,-0.00366167,0.00347361,0.0,0.0,-0.00030218,-0.00183004,0.00863048,0.0,0.0,0.0,-0.34137845,-0.00366167,0.00347361
LM_normal,tall,3,180,G0,run0270_u0065017.log,68.88860648,38,20156070.143484,251010.44265,98.75466576141507,37.89051,0.004018042,99.98939565078433,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00564933,-32.2165837,-17.12698572,0.0,0.0,0.0,-17.52015678,1.22795972,1.04524267,0.0,0.0,-0.00564933,-37.2165837,1.87301428,0.0,0.0,0.0,-27.52015678,1.22795972,1.04524267
LM_normal,tall,3,180,G1,run0271_u0065034.log,216.84302483000002,148,24271189.979105,14.161688,99.99994165227164,75.72177,1.4464e-05,99.99998089849193,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-6.0005167,-34.99873882,-15.00930378,0.0,0.0,0.0,-171.82852625,0.00514331,-0.00079597,0.0,0.0,-0.0005167,-36.99873882,-0.00930378,0.0,0.0,0.0,-179.82852625,0.00514331,-0.00079597
LM_normal,tall,3,180,G2,run0272_u0065037.log,0.082034,82,17795082.457136,3.646801,99.99997950669233,38.04266,1.744788e-06,99.99999541360145,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00030132,7.99988132,-21.99888686,0.0,0.0,0.0,12.22226998,-0.00060019,0.00217046,0.0,0.0,-0.00030132,-0.00011868,0.00111314,0.0,0.0,0.0,-0.07773021,-0.00060019,0.00217046
LM_normal,tall,3,180,G3,run0273_u0065046.log,216.79160857,127,20493939.394749,16.379195,99.99992007785967,38.59195,7.500221e-06,99.99998056532255,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-7.99994125,-31.00200153,-24.98533842,0.0,0.0,0.0,-165.66758955,0.00196049,-0.00533628,0.0,0.0,5.875e-05,-37.00200153,0.01466158,0.0,0.0,0.0,-179.76758994,0.00196049,-0.00533628
LM_normal,tall,3,180,G4,run0274_u0065081.log,0.18917221,59,3451356.666822,11.284057,99.99967305445107,13.51616,4.221971e-06,99.99996876353195,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-12.00022847,2.99671914,-12.97588891,0.0,0.0,0.0,3.14088953,-0.00127001,0.00117136,0.0,0.0,-0.00022847,-0.00328086,0.02411109,0.0,0.0,0.0,-0.15911042,-0.00127001,0.00117136
LM_normal,tall,3,360,G0,run0275_u0065083.log,216.91843734,154,40312117.244724,11.202179,99.99997221138516,37.84361,6.579814e-06,99.99998261314394,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00018416,-32.00042365,-18.9896245,0.0,0.0,0.0,-169.9066286,0.00015619,-0.00066924,0.0,0.0,-0.00018416,-37.00042365,0.0103755,0.0,0.0,0.0,-179.9066286,0.00015619,-0.00066924
LM_normal,tall,3,360,G1,run0276_u0065099.log,216.85026062,132,48541821.843568,27.959962,99.99994240026241,76.92749,2.745558e-05,99.99996430979355,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-6.00012442,-34.99829534,-15.01192143,0.0,0.0,0.0,-171.83507133,0.00377676,-0.00107134,0.0,0.0,-0.00012442,-36.99829534,-0.01192143,0.0,0.0,0.0,-179.83507133,0.00377676,-0.00107134
LM_normal,tall,3,360,G2,run0277_u0065007.log,0.06703192000000001,82,35590196.168852,7.167945,99.99997985977664,37.77791,3.52838e-06,99.99999066020328,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.0003075,7.99993908,-22.00029016,0.0,0.0,0.0,12.23608309,-0.00096323,0.00149301,0.0,0.0,-0.0003075,-6.092e-05,-0.00029016,0.0,0.0,0.0,-0.0639171,-0.00096323,0.00149301
LM_normal,tall,3,360,G3,run0278_u0065031.log,216.95515594,152,40987708.548296,29.965137,99.99992689238296,38.49049,1.148876e-05,99.99997015169201,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-7.99977554,-31.00220076,-24.98350366,0.0,0.0,0.0,-165.83257978,0.00048175,-0.00317247,0.0,0.0,0.00022446,-37.00220076,0.01649634,0.0,0.0,0.0,-179.93258016,0.00048175,-0.00317247
LM_normal,tall,3,360,G4,run0279_u0065091.log,0.1747364,58,6902583.639293,20.930838,99.99969676806404,13.52812,3.597639e-06,99.99997340621609,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-12.0001589,2.99710303,-12.97731547,0.0,0.0,0.0,3.15253232,-0.00125883,-0.00026954,0.0,0.0,-0.0001589,-0.00289697,0.02268453,0.0,0.0,0.0,-0.14746763,-0.00125883,-0.00026954
LM_normal,wide,3,3,G0,run0280_u0065020.log,0.04035999,26,80629.225224,0.062533,99.99992244375433,16.54967,2.503185e-06,99.9999848747135,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99725348,5.00437844,-19.02598008,0.0,0.0,0.0,9.99645462,-0.00325081,-0.00045876,0.0,0.0,0.00274652,0.00437844,-0.02598008,0.0,0.0,0.0,-0.00354538,-0.00325081,-0.00045876
LM_normal,wide,3,3,G1,run0281_u0065082.log,0.03035845,31,44673.702565,0.030992,99.9999306258532,13.06597,2.570006e-06,99.99998033053804,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-5.99884037,2.00386606,-15.01594777,0.0,0.0,0.0,7.99687482,0.0011967,0.00506311,0.0,0.0,0.00115963,0.00386606,-0.01594777,0.0,0.0,0.0,-0.00312518,0.0011967,0.00506311
LM_normal,wide,3,3,G2,run0282_u0065085.log,94.34457393,30,980390.832412,263099.788719,73.16378529655253,58.14804,0.01731295,99.97022608156699,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-3.06500746,10.86313712,-68.26371764,0.0,0.0,0.0,13.07076938,-14.45467916,-19.05727828,0.0,0.0,10.93499254,2.86313712,-46.26371764,0.0,0.0,0.0,0.77076919,-14.45467916,-19.05727828
LM_normal,wide,3,3,G3,run0283_u0065098.log,0.0258681,25,123616.200972,0.022779,99.9999815728037,20.61102,5.459145e-07,99.99999735134651,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00031041,6.00299789,-24.99085882,0.0,0.0,0.0,14.10218334,0.0034025,0.00783316,0.0,0.0,-0.00031041,0.00299789,0.00914118,0.0,0.0,0.0,0.00218296,0.0034025,0.00783316
LM_normal,wide,3,3,G4,run0284_u0065020.log,246.05454034,28,1145368.839286,487816.038076,57.40969883726758,103.3175,0.1096695,99.89385196118761,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,41.98925028,-9.22465531,87.48045157,0.0,0.0,0.0,8.22548811,-6.58590521,-67.84878981,0.0,0.0,53.98925028,-12.22465531,100.48045157,0.0,0.0,0.0,4.92548816,-6.58590521,-67.84878981
LM_normal,wide,3,5,G0,run0285_u0065053.log,0.09847489,30,545781.108052,447277.605418,18.048170077850145,26.83021,4.907302e-06,99.99998170978908,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00338017,4.99908909,-18.91605813,0.0,0.0,0.0,10.00295023,0.00702771,0.000264,0.0,0.0,-0.00338017,-0.00091091,0.08394187,0.0,0.0,0.0,0.00295023,0.00702771,0.000264
LM_normal,wide,3,5,G1,run0286_u0065082.log,30.12417657,26,109258.524407,98451.1972,9.891518548009607,14.03135,0.007693177,99.94517151236337,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-0.47084639,-0.07530284,0.05887769,0.0,0.0,0.0,0.60841258,0.01274068,0.05651433,0.0,0.0,5.52915361,-2.07530284,15.05887769,0.0,0.0,0.0,-7.39158742,0.01274068,0.05651433
LM_normal,wide,3,5,G2,run0287_u0065085.log,0.11481074000000001,35,961761.0125,643063.164114,33.136906595701696,42.36007,2.397449e-06,99.99999434030916,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-13.99900758,8.00060967,-21.88917811,0.0,0.0,0.0,12.29881688,-0.00037788,-0.00082557,0.0,0.0,0.00099242,0.00060967,0.11082189,0.0,0.0,0.0,-0.00118331,-0.00037788,-0.00082557
LM_normal,wide,3,5,G3,run0288_u0065092.log,0.05934723,48,994500.84884,511923.829883,48.52454570751596,76.47307,1.111375e-06,99.99999854671063,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-7.99940106,5.99924187,-24.95272042,0.0,0.0,0.0,14.09715291,0.00558592,-0.00227719,0.0,0.0,0.00059894,-0.00075813,0.04727958,0.0,0.0,0.0,-0.00284747,0.00558592,-0.00227719
LM_normal,wide,3,5,G4,run0289_u0065098.log,36.221175259999995,25,1368774.304203,1303911.358594,4.738761197505657,129.1969,0.07195988,99.94430216204877,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.47284856,-0.19960886,0.23015422,0.0,0.0,0.0,0.71376374,1.05062167,3.68170574,0.0,0.0,12.47284856,-3.19960886,13.23015422,0.0,0.0,0.0,-2.58623621,1.05062167,3.68170574
LM_normal,wide,3,6,G0,run0290_u0065009.log,0.02439842,30,162505.847944,0.122821,99.99992442056606,14.17695,9.411157e-07,99.99999336164902,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99782318,5.00299001,-19.01313503,0.0,0.0,0.0,10.00208837,0.00107699,-0.0029312,0.0,0.0,0.00217682,0.00299001,-0.01313503,0.0,0.0,0.0,0.00208837,0.00107699,-0.0029312
LM_normal,wide,3,6,G1,run0291_u0065014.log,0.05212949,35,90179.797501,0.271489,99.99969894698422,14.36891,1.031309e-06,99.9999928226358,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-5.9980665,2.00565549,-15.03328598,0.0,0.0,0.0,7.99727155,-0.00326064,0.00526543,0.0,0.0,0.0019335,0.00565549,-0.03328598,0.0,0.0,0.0,-0.00272845,-0.00326064,0.00526543
LM_normal,wide,3,6,G2,run0292_u0065020.log,0.08071719000000001,35,2284416.995733,0.087576,99.99999616637417,179.6544,1.033011e-06,99.99999942500101,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.00105034,7.99936048,-21.92570503,0.0,0.0,0.0,12.30223923,0.00078355,-0.00170977,0.0,0.0,-0.00105034,-0.00063952,0.07429497,0.0,0.0,0.0,0.00223904,0.00078355,-0.00170977
LM_normal,wide,3,6,G3,run0293_u0065053.log,0.039259829999999996,22,249275.575386,0.105469,99.9999576897978,19.60515,6.823962e-07,99.99999651930129,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.00059946,6.0003671,-24.9675146,0.0,0.0,0.0,14.10045893,-0.00156869,0.00378063,0.0,0.0,-0.00059946,0.0003671,0.0324854,0.0,0.0,0.0,0.00045855,-0.00156869,0.00378063
LM_normal,wide,3,6,G4,run0294_u0065082.log,31.48215244,21,2276634.358268,2260409.846619,0.7126533775649045,94.60729,0.04989039,99.94726580795201,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.38984392,0.27648517,0.05170295,0.0,0.0,0.0,0.04351112,-0.03559636,0.02500555,0.0,0.0,12.38984392,-2.72351483,13.05170295,0.0,0.0,0.0,-3.25648883,-0.03559636,0.02500555
LM_normal,wide,3,9,G0,run0295_u0065085.log,3.16651927,31,380170.327519,41819.612354,88.9997694909764,15.83961,0.02615501,99.83487592181878,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.76534606,3.60563428,-18.52549017,0.0,0.0,0.0,10.01619472,0.44440118,-0.60239388,0.0,0.0,0.23465394,-1.39436572,0.47450983,0.0,0.0,0.0,0.01619472,0.44440118,-0.60239388
LM_normal,wide,3,9,G1,run0296_u0065092.log,25.14681877,23,266583.811343,84346.821632,68.36011113837847,10.58217,0.06030044,99.4301694264976,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-3.09906832,1.38359957,0.04315104,0.0,0.0,0.0,2.94965247,1.18711954,0.34886855,0.0,0.0,2.90093168,-0.61640043,15.04315104,0.0,0.0,0.0,-5.05034753,1.18711954,0.34886855
LM_normal,wide,3,9,G2,run0297_u0065098.log,6.315828949999999,31,3443434.513649,22739.359685,99.33963141756097,103.5976,0.001709833,99.99834954381183,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-13.92633263,8.34910166,-18.21151336,0.0,0.0,0.0,11.93686624,0.86962433,-0.87181499,0.0,0.0,0.07366737,0.34910166,3.78848664,0.0,0.0,0.0,-0.36313396,0.86962433,-0.87181499
LM_normal,wide,3,9,G3,run0298_u0065009.log,58.05079818,30,1609726.26614,1191574.836414,25.976555052971523,83.70653,0.0271533,99.96756131212226,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-1.25503959,2.22813785,1.87778678,0.0,0.0,0.0,7.52044622,6.97471676,7.10191791,0.0,0.0,6.74496041,-3.77186215,26.87778678,0.0,0.0,0.0,-6.57955417,6.97471676,7.10191791
LM_normal,wide,3,9,G4,run0299_u0065014.log,49.37980108,42,2276183.200455,2024865.006855,11.041211162166674,34.17961,0.1335539,99.60925856087884,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,1.90606839,5.0860906,0.94427307,0.0,0.0,0.0,4.29463831,-8.29987614,-10.14885452,0.0,0.0,13.90606839,2.0860906,13.94427307,0.0,0.0,0.0,0.99463836,-8.29987614,-10.14885452
LM_normal,wide,3,10,G0,run0300_u0065020.log,2.01089349,42,836307.990679,473889.91355,43.33547941288378,20.66043,0.007009336,99.96607361995854,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.89063045,4.15266234,-19.86352176,0.0,0.0,0.0,10.10571167,0.02995032,-0.05500253,0.0,0.0,0.10936955,-0.84733766,-0.86352176,0.0,0.0,0.0,0.10571167,0.02995032,-0.05500253
LM_normal,wide,3,10,G1,run0301_u0065053.log,31.0,18,177714.93453,177714.93453,0.0,9.729377,0.03901145,99.59903444999613,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-2.0,15.0,0.0,0.0,0.0,-8.0,0.0,0.0
LM_normal,wide,3,10,G2,run0302_u0065082.log,54.59908507,21,2226545.226116,2170983.770691,2.4954110418822277,69.11458,0.03653792,99.9471342804948,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-0.19985196,0.75578921,0.04868453,0.0,0.0,0.0,1.14343863,0.08544366,0.26403649,0.0,0.0,13.80014804,-7.24421079,22.04868453,0.0,0.0,0.0,-11.15656156,0.08544366,0.26403649
LM_normal,wide,3,10,G3,run0303_u0065085.log,98.68193891,37,2242361.864088,1898985.868363,15.313139294074452,33.54603,0.04354026,99.8702074135151,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-3.15293485,-1.67299891,30.94248538,0.0,0.0,0.0,1.49740333,7.13638609,10.48040633,0.0,0.0,4.84706515,-7.67299891,55.94248538,0.0,0.0,0.0,-12.60259705,7.13638609,10.48040633
LM_normal,wide,3,10,G4,run0304_u0065092.log,54.92615335,42,2384954.80146,1336352.966526,43.96736719253868,42.58586,0.01424406,99.96655213725869,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,-3.07485141,-0.45576403,16.84044429,0.0,0.0,0.0,1.45454014,3.31472113,7.5446155,0.0,0.0,8.92514859,-3.45576403,29.84044429,0.0,0.0,0.0,-1.84545981,3.31472113,7.5446155
LM_normal,wide,3,12,G0,run0305_u0065098.log,39.18381936,33,318886.615761,191907.937004,39.81938171157623,13.43233,0.02052279,99.8472134767386,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-1.80430188,0.69384623,0.03916466,0.0,0.0,0.0,2.71920152,-0.2304015,0.13160283,0.0,0.0,8.19569812,-4.30615377,19.03916466,0.0,0.0,0.0,-7.28079848,-0.2304015,0.13160283
LM_normal,wide,3,12,G1,run0306_u0065009.log,22.49866793,37,177917.387373,34593.740764,80.55629004293156,11.48924,0.01345726,99.88287075559394,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-2.90940591,0.7022637,-0.06116154,0.0,0.0,0.0,5.37579944,-0.33117648,0.21612204,0.0,0.0,3.09059409,-1.2977363,14.93883846,0.0,0.0,0.0,-2.62420056,-0.33117648,0.21612204
LM_normal,wide,3,12,G2,run0307_u0065053.log,60.437352860000004,28,4210015.102641,2466510.143154,41.413270902360324,34.46986,0.09850502,99.71422854633005,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-7.40018655,9.70487057,15.73015042,0.0,0.0,0.0,11.83922453,2.52056938,11.42117338,0.0,0.0,6.59981345,1.70487057,37.73015042,0.0,0.0,0.0,-0.46077566,2.52056938,11.42117338
LM_normal,wide,3,12,G3,run0308_u0065082.log,89.78004084,30,2135237.983544,279378.259175,86.91582571459801,40.00994,0.05295822,99.86763734212049,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-3.92415378,2.96311333,39.13542534,0.0,0.0,0.0,2.77955036,0.65683018,6.55460241,0.0,0.0,4.07584622,-3.03688667,64.13542534,0.0,0.0,0.0,-11.32045002,0.65683018,6.55460241
LM_normal,wide,3,12,G4,run0309_u0065085.log,146.81477197,30,4803718.716014,3914404.376818,18.51303941322213,102.4831,0.143465,99.86001106523904,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,10.60625829,-1.41229634,102.29397004,0.0,0.0,0.0,4.31313381,1.38498432,2.10412912,0.0,0.0,22.60625829,-4.41229634,115.29397004,0.0,0.0,0.0,1.01313386,1.38498432,2.10412912
LM_normal,wide,3,15,G0,run0310_u0065098.log,0.06541002,31,950099.276738,447277.890651,52.92303640240096,17.82064,2.750854e-06,99.99998456366325,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.0005754,4.99828014,-18.94168525,0.0,0.0,0.0,9.99776554,0.00050165,0.0020639,0.0,0.0,-0.0005754,-0.00171986,0.05831475,0.0,0.0,0.0,-0.00223446,0.00050165,0.0020639
LM_normal,wide,3,15,G1,run0311_u0065014.log,29.3387548,26,385903.095896,327535.87038,15.124839923992173,11.0048,0.05127957,99.53402542526896,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-1.77906443,0.39072637,0.0395855,0.0,0.0,0.0,0.62301309,-0.48297255,0.60900064,0.0,0.0,4.22093557,-1.60927363,15.0395855,0.0,0.0,0.0,-7.37698691,-0.48297255,0.60900064
LM_normal,wide,3,15,G2,run0312_u0065020.log,1.5311381800000001,35,4850740.108113,643682.618714,86.73021839208778,140.1037,0.0004391972,99.99968651991347,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-14.05105881,7.99850845,-21.92618285,0.0,0.0,0.0,12.46562739,0.74475391,0.49438956,0.0,0.0,-0.05105881,-0.00149155,0.07381715,0.0,0.0,0.0,0.1656272,0.74475391,0.49438956
LM_normal,wide,3,15,G3,run0313_u0065053.log,21.03926619,25,2728837.166139,564631.159108,79.30872658455873,43.67048,0.05394656,99.8764690472832,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-8.15319629,3.30916156,-8.05153781,0.0,0.0,0.0,14.37949505,-0.53988029,0.42739431,0.0,0.0,-0.15319629,-2.69083844,16.94846219,0.0,0.0,0.0,0.27949467,-0.53988029,0.42739431
LM_normal,wide,3,15,G4,run0314_u0065082.log,131.18612297,21,4965004.545908,3955173.264246,20.338980001423593,91.86427,0.08408441,99.90846886390105,1000000.0,0.0,0.0,-12.0,3.0,-13.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,3.68610701,-1.08467021,91.73321052,0.0,0.0,0.0,0.02973099,2.87218485,0.53968142,0.0,0.0,15.68610701,-4.08467021,104.73321052,0.0,0.0,0.0,-3.27026896,2.87218485,0.53968142
LM_normal,wide,3,18,G0,run0315_u0065085.log,2.24645024,26,1070716.511383,527481.968916,50.73560897695755,15.38005,0.02277345,99.85192863482237,1000000.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.86210688,4.26204662,-19.5890742,0.0,0.0,0.0,9.92060384,0.33445981,-0.36767357,0.0,0.0,0.13789312,-0.73795338,-0.5890742,0.0,0.0,0.0,-0.07939616,0.33445981,-0.36767357
LM_normal,wide,3,18,G1,run0316_u0065092.log,23.48414003,25,870883.169303,586584.332846,32.644888140912734,10.34401,0.06145543,99.40588388835663,1000000.0,0.0,0.0,-6.0,2.0,-15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-4.29664701,1.33770193,0.0052865,0.0,0.0,0.0,4.02900658,1.98340444,0.15880461,0.0,0.0,1.70335299,-0.66229807,15.0052865,0.0,0.0,0.0,-3.97099342,1.98340444,0.15880461
LM_normal,wide,3,18,G2,run0317_u0065096.log,41.84566495,40,7200272.224029,2521604.944597,64.97903320680277,119.6516,0.01054476,99.99118711325214,1000000.0,0.0,0.0,-14.0,8.0,-22.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,-9.39038588,9.23346992,3.64308749,0.0,0.0,0.0,12.26173511,1.67103375,8.65019459,0.0,0.0,4.60961412,1.23346992,25.64308749,0.0,0.0,0.0,-0.03826508,1.67103375,8.65019459
LM_normal,wide,3,18,G3,run0318_u0065009.log,45.45031978,25,3256976.996464,2924081.237425,10.221004305538996,58.98987,0.04541238,99.92301664675647,1000000.0,0.0,0.0,-8.0,6.0,-25.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,-0.49225522,2.42715067,0.8615216,0.0,0.0,0.0,12.75735583,2.65308281,4.51247671,0.0,0.0,7.50774478,-3.57284933,25.8615216,0.0,0.0,0.0,-1.34264455,2.65308281,4.51247671
