lambda,cuboid,K,N,M,scenario,file,sum,total_iters,cost_initial,cost_final,cost_change_pct,ddtheta_initial,dtheta,dtheta_change_pct,final_lambda,fake_dSx,fake_dSy,fake_dOx,fake_dOy,fake_dOz,fake_dDx,fake_dDy,fake_dDz,fake_alpha,fake_offset_x,fake_offset_z,hat_dSx,hat_dSy,hat_dOx,hat_dOy,hat_dOz,hat_dDx,hat_dDy,hat_dDz,hat_alpha,hat_offset_x,hat_offset_z,diff_dSx,diff_dSy,diff_dOx,diff_dOy,diff_dOz,diff_dDx,diff_dDy,diff_dDz,diff_alpha,diff_offset_x,diff_offset_z
GN,coplanar,3,36,324,G0,run185_u0065064.log,208.16427723,11,7161353.246959,5367734.931785,25.045801447312254,45.69592,19.35307,57.648144517059734,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.52620857,-4.5119496,163.79653313,0.0,0.0,0.0,7.19347688,3.07038794,9.45267487,0.0,0.0,-0.52620857,-9.5119496,182.79653313,0.0,0.0,0.0,-2.80652312,3.07038794,9.45267487
GN,coplanar,3,36,324,G1,run186_u0065065.log,254.69537027,11,8103747.085204,5972892.037073,26.29468844137006,67.65724,7.390386,89.07672556551228,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-8.33026364,-21.00652926,200.36824289,0.0,0.0,0.0,0.53588847,6.88439776,13.64182519,0.0,0.0,-2.33026364,-15.00652926,212.36824289,0.0,0.0,0.0,-4.46411153,6.88439776,13.64182519
GN,coplanar,3,36,324,G2,run187_u0065085.log,187.4539287,8,10175201.142753,7048136.988549,30.732209715885205,77.46249,46.27177,40.265578862750225,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-9.48906162,-16.76127497,126.44924651,0.0,0.0,0.0,8.91344961,4.99001292,17.65590553,0.0,0.0,5.51093838,-4.76127497,148.44924651,0.0,0.0,0.0,-6.08655039,4.99001292,17.65590553
GN,coplanar,3,36,324,G3,run188_u0065004.log,170.05951721,9,10513043.798553,6412973.876565,38.999836779452274,43.19077,7.826625,81.87894080147217,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.33629562,-17.20974204,111.58021245,0.0,0.0,0.0,20.97980322,3.00987705,16.90319327,0.0,0.0,-0.33629562,-9.20974204,136.58021245,0.0,0.0,0.0,-4.02019678,3.00987705,16.90319327
GN,coplanar,3,36,324,G4,run189_u0065092.log,325.23600314,12,7946410.190844,5664922.310797,28.710925125357512,61.049,18.9362,68.98196530655703,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-4.96729122,-15.16784186,274.84171109,0.0,0.0,0.0,7.67435227,7.73140381,14.78798533,0.0,0.0,2.03270878,-13.16784186,282.84171109,0.0,0.0,0.0,4.67435227,7.73140381,14.78798533
GN,coplanar,3,60,540,G0,run190_u0065064.log,223.08501939,11,11708774.487637,8848275.908612,24.430384085416698,38.65629,5.402136,86.02520831668016,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.62766081,-7.42504868,174.99731603,0.0,0.0,0.0,8.15513686,2.88978055,11.30035018,0.0,0.0,-0.62766081,-12.42504868,193.99731603,0.0,0.0,0.0,-1.84486314,2.88978055,11.30035018
GN,coplanar,3,60,540,G1,run191_u0065065.log,120.5426611,8,12870635.374021,10547790.962401,18.04762814047698,67.94292,40.03457,41.07617099765509,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-5.43412603,-11.78907537,85.2028696,0.0,0.0,0.0,2.61797882,5.8372701,8.76555088,0.0,0.0,0.56587397,-5.78907537,97.2028696,0.0,0.0,0.0,-2.38202118,5.8372701,8.76555088
GN,coplanar,3,60,540,G2,run192_u0065085.log,318.99354135000004,12,17356307.348259,11110203.453751,35.98751606075091,81.40778,2.401004,97.05064552798271,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-9.16936406,-24.72225245,256.53097243,0.0,0.0,0.0,10.48485013,2.90836459,14.48616607,0.0,0.0,5.83063594,-12.72225245,278.53097243,0.0,0.0,0.0,-4.51514987,2.90836459,14.48616607
GN,coplanar,3,60,540,G3,run193_u0065004.log,141.23911717000001,8,17341020.000493,11634239.232603,32.90914126001676,39.77581,23.12572,41.859838932255556,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-13.72482115,-16.22238454,83.62279958,0.0,0.0,0.0,15.99207316,2.14454411,8.96628325,0.0,0.0,4.27517885,-8.22238454,108.62279958,0.0,0.0,0.0,-9.00792684,2.14454411,8.96628325
GN,coplanar,3,60,540,G4,run194_u0065080.log,347.20354683,14,13402522.693421,9552485.730253,28.726211111419328,44.97438,9.887884,78.01440731367504,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-3.35521065,-15.83026941,300.1743767,0.0,0.0,0.0,3.88293283,8.03251201,12.63866653,0.0,0.0,3.64478935,-13.83026941,308.1743767,0.0,0.0,0.0,0.88293283,8.03251201,12.63866653
GN,coplanar,3,90,810,G0,run195_u0065092.log,253.3976091,13,17409573.430268,13013135.728361,25.252989221800384,44.83662,7.247347,83.836098706816,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.58596571,-7.92738199,197.48915314,0.0,0.0,0.0,8.03449804,7.82202733,13.77951039,0.0,0.0,0.41403429,-12.92738199,216.48915314,0.0,0.0,0.0,-1.96550196,7.82202733,13.77951039
GN,coplanar,3,90,810,G1,run196_u0065064.log,193.01435416,9,19483726.038722,15048724.126601,22.762596349932597,76.00574,10.26594,86.49320432904146,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-7.87749146,-16.92173605,150.66580478,0.0,0.0,0.0,3.52078443,4.2215814,11.8485249,0.0,0.0,-1.87749146,-10.92173605,162.66580478,0.0,0.0,0.0,-1.47921557,4.2215814,11.8485249
GN,coplanar,3,90,810,G2,run197_u0065065.log,163.38560458,8,26299355.998744,18419066.69092,29.96381093210171,78.29138,30.55008,60.97899922060385,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-11.03239811,-16.55635788,111.85671837,0.0,0.0,0.0,8.66066631,3.83821814,10.82737461,0.0,0.0,3.96760189,-4.55635788,133.85671837,0.0,0.0,0.0,-6.33933369,3.83821814,10.82737461
GN,coplanar,3,90,810,G3,run198_u0065085.log,129.26591122,8,26638067.99778,19446105.15666,26.998815536169406,34.71226,29.03449,16.356670525053683,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-15.53811186,-15.74535826,68.91772852,0.0,0.0,0.0,15.17779238,3.1403579,12.17837078,0.0,0.0,2.46188814,-7.74535826,93.91772852,0.0,0.0,0.0,-9.82220762,3.1403579,12.17837078
GN,coplanar,3,90,810,G4,run199_u0065004.log,380.43691255000005,19,19949335.671788,14253985.401806,28.54907232843981,57.02544,14.25765,74.99773785173775,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-5.31938489,-16.28474352,328.79015048,0.0,0.0,0.0,4.57205389,10.16697082,15.94237873,0.0,0.0,1.68061511,-14.28474352,336.79015048,0.0,0.0,0.0,1.57205389,10.16697082,15.94237873
GN,coplanar,3,180,1620,G0,run200_u0065083.log,286.39039794,15,35119428.100022,26015817.490535,25.92186462592567,41.10384,1.999201,95.13621841657616,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.85450896,-7.86689924,233.3266862,0.0,0.0,0.0,8.30642183,6.27962812,13.07811517,0.0,0.0,0.14549104,-12.86689924,252.3266862,0.0,0.0,0.0,-1.69357817,6.27962812,13.07811517
GN,coplanar,3,180,1620,G1,run201_u0065046.log,283.21915645,14,39268527.741369,29044654.082963,26.03579570322228,69.19632,1.466051,97.88131652087858,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-10.1714595,-19.82980017,231.56122267,0.0,0.0,0.0,6.36450895,6.38343352,13.90873164,0.0,0.0,-4.1714595,-13.82980017,243.56122267,0.0,0.0,0.0,1.36450895,6.38343352,13.90873164
GN,coplanar,3,180,1620,G2,run202_u0065080.log,261.64483177,11,52543848.884586,34194256.721234,34.92243631344437,59.20767,22.84674,61.41253320726858,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-10.39897867,-22.30206318,205.45178399,0.0,0.0,0.0,13.63885767,5.77511563,12.15370531,0.0,0.0,4.60102133,-10.30206318,227.45178399,0.0,0.0,0.0,-1.36114233,5.77511563,12.15370531
GN,coplanar,3,180,1620,G3,run203_u0065092.log,137.17190716000002,9,52772834.437034,33318253.603205,36.8647639289515,33.93938,20.96374,38.23181213092283,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.43705587,-14.45630201,82.41971143,0.0,0.0,0.0,18.75541433,1.90736883,14.70688335,0.0,0.0,-0.43705587,-6.45630201,107.41971143,0.0,0.0,0.0,-6.24458567,1.90736883,14.70688335
GN,coplanar,3,180,1620,G4,run204_u0065064.log,277.36914748,13,39920455.289847,29679893.245471,25.65241796473321,56.29333,6.788103,87.94155009128079,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-4.32258412,-13.3715263,234.4785143,0.0,0.0,0.0,3.87813372,6.78185087,13.18170641,0.0,0.0,2.67741588,-11.3715263,242.4785143,0.0,0.0,0.0,0.87813372,6.78185087,13.18170641
GN,coplanar,3,360,3240,G0,run205_u0065065.log,299.0518472,18,70296367.214616,51760322.544058,26.36842472096337,40.44292,2.065095,94.89380341478805,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-11.64023832,-9.23982377,243.21939592,0.0,0.0,0.0,9.99883901,7.04854831,13.90267989,0.0,0.0,-1.64023832,-14.23982377,262.21939592,0.0,0.0,0.0,-0.00116099,7.04854831,13.90267989
GN,coplanar,3,360,3240,G1,run206_u0065078.log,294.09460631999997,16,78368047.281125,57330771.315668,26.844200787587873,60.41371,8.694262,85.60879310341974,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-9.9635562,-21.34033226,244.0118015,0.0,0.0,0.0,5.53627143,5.09452055,13.14812438,0.0,0.0,-3.9635562,-15.34033226,256.0118015,0.0,0.0,0.0,0.53627143,5.09452055,13.14812438
GN,coplanar,3,360,3240,G2,run207_u0065085.log,196.77506747,10,105365949.652004,69975097.059007,33.588510054608406,55.23085,21.49518,61.08120733249624,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-10.99625706,-20.488037,147.2102405,0.0,0.0,0.0,11.5691664,2.86484177,8.77737166,0.0,0.0,4.00374294,-8.488037,169.2102405,0.0,0.0,0.0,-3.4308336,2.86484177,8.77737166
GN,coplanar,3,360,3240,G3,run208_u0065004.log,138.17215639,9,105210933.731297,67643225.581368,35.70703805925236,37.26814,25.52123,31.5199792637894,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.08441358,-18.03099815,83.51054801,0.0,0.0,0.0,18.97205803,1.36781618,12.1504385,0.0,0.0,-0.08441358,-10.03099815,108.51054801,0.0,0.0,0.0,-6.02794197,1.36781618,12.1504385
GN,coplanar,3,360,3240,G4,run209_u0065022.log,379.73303633,20,79655074.477267,57152951.176873,28.24945359484404,62.52095,4.011856,93.58318131762233,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-3.83034214,-16.79454223,326.6773457,0.0,0.0,0.0,2.03548566,10.25517948,15.87179672,0.0,0.0,3.16965786,-14.79454223,334.6773457,0.0,0.0,0.0,-0.96451434,10.25517948,15.87179672
GN,wide,3,3,27,G0,run70_u0065004.log,0.10451092,18,80574.909554,0.063805,99.99992081281835,20.10368,0.006976547,99.96529716449923,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.9939261,5.00262357,-18.91028652,0.0,0.0,0.0,10.00004934,-0.00290911,-0.00314152,0.0,0.0,0.0060739,0.00262357,0.08971348,0.0,0.0,0.0,4.934e-05,-0.00290911,-0.00314152
GN,wide,3,3,27,G1,run71_u0065085.log,0.08297963,17,41997.791231,0.085197,99.99979713933162,10.43535,0.0126828,99.87846310856845,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.00175612,-5.99881953,-11.93191059,0.0,0.0,0.0,4.99745226,0.00179033,0.00761556,0.0,0.0,-0.00175612,0.00118047,0.06808941,0.0,0.0,0.0,-0.00254774,0.00179033,0.00761556
GN,wide,3,3,27,G2,run72_u0065004.log,170.12478513,8,1191480.391203,36488.45549,96.93755300050226,84.13041,4.689302,94.42615101958971,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,21.1473683,-8.6588018,8.99341341,0.0,0.0,0.0,18.22203041,-36.82641834,-59.59435647,0.0,0.0,36.1473683,3.3411982,30.99341341,0.0,0.0,0.0,3.22203041,-36.82641834,-59.59435647
GN,wide,3,3,27,G3,run73_u0065085.log,76.0,6,651513.429252,651513.429252,0.0,33.15754,33.15754,0.0,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,25.0,0.0,0.0,0.0,-25.0,0.0,0.0
GN,wide,3,3,27,G4,run74_u0065004.log,0.28962906000000005,17,20226.516522,0.657517,99.99674923262597,8.547962,0.06707534,99.21530605774804,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00345126,-2.00475241,-8.25637932,0.0,0.0,0.0,3.00825527,-0.01645796,0.00033284,0.0,0.0,-0.00345126,-0.00475241,-0.25637932,0.0,0.0,0.0,0.00825527,-0.01645796,0.00033284
GN,wide,3,5,45,G0,run75_u0065080.log,0.12370931,19,132465.727258,0.297424,99.99977547097943,11.89715,0.0140901,99.88156743421743,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99942648,4.9915204,-18.89673175,0.0,0.0,0.0,9.99198654,0.00271311,-0.00066137,0.0,0.0,0.00057352,-0.0084796,0.10326825,0.0,0.0,0.0,-0.00801346,0.00271311,-0.00066137
GN,wide,3,5,45,G1,run76_u0065085.log,27.54137246,7,983900.600725,909776.580232,7.533689931521619,24.11209,25.28595,-4.868346128435989,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-1.89257589,-9.33433287,-19.04874565,0.0,0.0,0.0,7.30577077,-2.48088032,-8.26421874,0.0,0.0,4.10742411,-3.33433287,-7.04874565,0.0,0.0,0.0,2.30577077,-2.48088032,-8.26421874
GN,wide,3,5,45,G2,run77_u0065004.log,316.01553738999996,8,1987562.993147,600899.539986,69.7670191054137,172.9576,79.80024,53.86138568065237,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9.5662119,-25.18650625,192.75334832,0.0,0.0,0.0,7.49871679,9.55749002,46.45069769,0.0,0.0,24.5662119,-13.18650625,214.75334832,0.0,0.0,0.0,-7.50128321,9.55749002,46.45069769
GN,wide,3,5,45,G3,run78_u0065007.log,76.0,6,1972305.632667,1972305.632667,0.0,32.29162,32.29162,0.0,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,25.0,0.0,0.0,0.0,-25.0,0.0,0.0
GN,wide,3,5,45,G4,run79_u0065009.log,0.03741502,17,35769.377485,0.448582,99.99874590492892,17.77106,0.07146388,99.59786371775235,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00019014,-2.00050057,-8.02135238,0.0,0.0,0.0,2.99413853,-0.00623608,0.00327438,0.0,0.0,-0.00019014,-0.00050057,-0.02135238,0.0,0.0,0.0,-0.00586147,-0.00623608,0.00327438
GN,wide,3,6,54,G0,run80_u0065034.log,0.10585768,17,162365.549124,0.194343,99.99988030527346,15.3913,0.00899954,99.94152839591197,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99827927,5.00016828,-18.9048356,0.0,0.0,0.0,10.00010928,0.00787878,0.00081621,0.0,0.0,0.00172073,0.00016828,0.0951644,0.0,0.0,0.0,0.00010928,0.00787878,0.00081621
GN,wide,3,6,54,G1,run81_u0065080.log,0.00710341,17,84236.230156,0.13138,99.99984403385602,8.3287,0.002467848,99.97036934935824,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.00051841,-5.99634756,-11.99803967,0.0,0.0,0.0,4.99993354,-0.0005463,0.00035947,0.0,0.0,-0.00051841,0.00365244,0.00196033,0.0,0.0,0.0,-6.646e-05,-0.0005463,0.00035947
GN,wide,3,6,54,G2,run82_u0065085.log,461.97438617999995,11,2464054.914758,1357159.450588,44.92170436382951,216.6316,19.30065,91.0905657346389,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,30.62103204,-28.64869732,361.98383798,0.0,0.0,0.0,15.1738434,4.87817578,-10.66879966,0.0,0.0,45.62103204,-16.64869732,383.98383798,0.0,0.0,0.0,0.1738434,4.87817578,-10.66879966
GN,wide,3,6,54,G3,run83_u0065004.log,60.70963063,7,1189141.849902,405829.623137,65.87205948807156,36.94381,13.18908,64.29962150628211,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-11.64888769,-15.56793506,15.8501488,0.0,0.0,0.0,26.95577028,1.28215178,2.7025124,0.0,0.0,6.35111231,-7.56793506,40.8501488,0.0,0.0,0.0,1.95577028,1.28215178,2.7025124
GN,wide,3,6,54,G4,run84_u0065007.log,0.25975454,17,41167.412244,1.185322,99.9971207274507,7.564939,0.0841776,98.88726663889821,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00853728,-1.9948599,-8.21487487,0.0,0.0,0.0,3.00900217,-0.00605459,-0.01614553,0.0,0.0,-0.00853728,0.0051401,-0.21487487,0.0,0.0,0.0,0.00900217,-0.00605459,-0.01614553
GN,wide,3,9,81,G0,run85_u0065009.log,0.13364199,19,220376.818229,0.437516,99.99980146913659,12.45467,0.03384838,99.72822740385735,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99611041,4.99451729,-18.88399233,0.0,0.0,0.0,10.00287199,0.00373239,-0.00165764,0.0,0.0,0.00388959,-0.00548271,0.11600767,0.0,0.0,0.0,0.00287199,0.00373239,-0.00165764
GN,wide,3,9,81,G1,run86_u0065034.log,29.0,6,1472208.723294,1472208.723294,0.0,16.11619,16.11619,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,-5.0,0.0,0.0
GN,wide,3,9,81,G2,run87_u0065080.log,237.43782743,7,4202069.618963,3470845.380837,17.401526020086603,149.7138,21.61141,85.5648510691733,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,16.39823246,-12.39112585,147.19094353,0.0,0.0,0.0,3.22244182,-14.75498955,9.92497786,0.0,0.0,31.39823246,-0.39112585,169.19094353,0.0,0.0,0.0,-11.77755818,-14.75498955,9.92497786
GN,wide,3,9,81,G3,run88_u0065085.log,67.46166104000001,7,2218122.996478,1795146.372711,19.069123959249087,32.22278,34.99806,-8.612788840689731,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-9.6316007,-12.49231429,19.48237447,0.0,0.0,0.0,19.92387166,2.17122897,-2.87121567,0.0,0.0,8.3683993,-4.49231429,44.48237447,0.0,0.0,0.0,-5.07612834,2.17122897,-2.87121567
GN,wide,3,9,81,G4,run89_u0065004.log,0.04786497,16,62366.750314,1.382213,99.99778373413231,7.003228,0.01506789,99.78484364638706,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00468687,-1.99789106,-7.96565061,0.0,0.0,0.0,2.99990378,-0.00300038,0.00362317,0.0,0.0,-0.00468687,0.00210894,0.03434939,0.0,0.0,0.0,-9.622e-05,-0.00300038,0.00362317
GN,wide,3,10,90,G0,run90_u0065007.log,0.09182687,13,261437.013836,0.523984,99.99979957543412,12.43367,0.02455429,99.80251776024296,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99959907,4.99389705,-18.92292002,0.0,0.0,0.0,9.99473977,-0.00102956,0.00195322,0.0,0.0,0.00040093,-0.00610295,0.07707998,0.0,0.0,0.0,-0.00526023,-0.00102956,0.00195322
GN,wide,3,10,90,G1,run91_u0065034.log,29.0,6,2363143.594857,2363143.594857,0.0,12.87759,12.87759,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,-5.0,0.0,0.0
GN,wide,3,10,90,G2,run92_u0065080.log,266.17841184,9,4632531.576554,2846522.555418,38.55362865037518,124.701,8.541961,93.15004611029583,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,14.34307126,-19.27452617,175.79536765,0.0,0.0,0.0,6.33517348,5.77469418,17.32592606,0.0,0.0,29.34307126,-7.27452617,197.79536765,0.0,0.0,0.0,-8.66482652,5.77469418,17.32592606
GN,wide,3,10,90,G3,run93_u0065085.log,75.62021183,9,3821699.215965,1195780.790683,68.71075605092959,27.55959,26.00669,5.63469920996648,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-15.41763775,-17.30365029,32.73274142,0.0,0.0,0.0,26.62100295,4.01163361,0.36882131,0.0,0.0,2.58236225,-9.30365029,57.73274142,0.0,0.0,0.0,1.62100295,4.01163361,0.36882131
GN,wide,3,10,90,G4,run94_u0065004.log,0.024305689999999998,14,71529.951654,0.968959,99.99864538004346,9.659607,0.01275088,99.86799794235935,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00443935,-2.00008329,-7.98555772,0.0,0.0,0.0,2.99560325,-0.00092674,-1.728e-05,0.0,0.0,-0.00443935,-8.329e-05,0.01444228,0.0,0.0,0.0,-0.00439675,-0.00092674,-1.728e-05
GN,wide,3,12,108,G0,run95_u0065007.log,0.12608046,21,318805.223824,0.481294,99.99984903195931,12.32747,0.005300401,99.95700333482866,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99832069,4.99659091,-18.88216622,0.0,0.0,0.0,9.99871323,0.00035234,0.00151917,0.0,0.0,0.00167931,-0.00340909,0.11783378,0.0,0.0,0.0,-0.00128677,0.00035234,0.00151917
GN,wide,3,12,108,G1,run96_u0065009.log,29.0,6,2256175.346329,2256175.346329,0.0,14.31615,14.31615,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,-5.0,0.0,0.0
GN,wide,3,12,108,G2,run97_u0065034.log,358.81338188999996,11,4974691.554085,2254786.066097,54.67485689146963,109.1975,13.34025,87.78337416149637,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,11.02713596,-15.91666688,285.80301038,0.0,0.0,0.0,21.78204563,4.55205104,9.732472,0.0,0.0,26.02713596,-3.91666688,307.80301038,0.0,0.0,0.0,6.78204563,4.55205104,9.732472
GN,wide,3,12,108,G3,run98_u0065064.log,107.31680555999999,7,3926742.301436,3223356.488579,17.912706229786806,59.78002,12.79806,78.59140896908364,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-10.66938563,-20.06133075,52.05425084,0.0,0.0,0.0,18.38918573,-2.61875119,-1.64104414,0.0,0.0,7.33061437,-12.06133075,77.05425084,0.0,0.0,0.0,-6.61081427,-2.61875119,-1.64104414
GN,wide,3,12,108,G4,run99_u0065080.log,0.048881930000000004,16,84442.818907,1.89366,99.9977574647264,7.026806,0.01634312,99.76741751515554,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.9939558,-2.00055503,-7.96485008,0.0,0.0,0.0,3.00545552,-0.00028437,0.00139289,0.0,0.0,0.0060442,-0.00055503,0.03514992,0.0,0.0,0.0,0.00545552,-0.00028437,0.00139289
GN,wide,3,15,135,G0,run100_u0065085.log,0.08321393,23,397008.963172,0.643866,99.99983782079002,15.47936,0.01829668,99.88179950592271,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00102252,4.99919645,-18.92224254,0.0,0.0,0.0,9.99854364,-0.00089109,0.00128295,0.0,0.0,-0.00102252,-0.00080355,0.07775746,0.0,0.0,0.0,-0.00145636,-0.00089109,0.00128295
GN,wide,3,15,135,G1,run101_u0065092.log,46.7795689,7,3633750.158025,3294629.801878,9.332517135171363,16.87328,17.61246,-4.380772440213151,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.40603816,-8.51330365,3.95817177,0.0,0.0,0.0,8.92108046,7.81342463,5.16755023,0.0,0.0,11.40603816,-2.51330365,15.95817177,0.0,0.0,0.0,3.92108046,7.81342463,5.16755023
