lambda,cuboid,K,N,M,scenario,file,sum,total_iters,cost_initial,cost_final,cost_change_pct,ddtheta_initial,dtheta,dtheta_change_pct,final_lambda,fake_dSx,fake_dSy,fake_dOx,fake_dOy,fake_dOz,fake_dDx,fake_dDy,fake_dDz,fake_alpha,fake_offset_x,fake_offset_z,hat_dSx,hat_dSy,hat_dOx,hat_dOy,hat_dOz,hat_dDx,hat_dDy,hat_dDz,hat_alpha,hat_offset_x,hat_offset_z,diff_dSx,diff_dSy,diff_dOx,diff_dOy,diff_dOz,diff_dDx,diff_dDy,diff_dDz,diff_alpha,diff_offset_x,diff_offset_z
GN,wide,3,15,135,G2,run102_u0065004.log,244.79416645999999,9,6321670.677676,2808690.119611,55.570445491103264,91.3413,33.86506,62.92470109359075,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.05453011,-16.60099872,133.28083578,0.0,0.0,0.0,18.5887189,25.1642509,31.10483205,0.0,0.0,25.05453011,-4.60099872,155.28083578,0.0,0.0,0.0,3.5887189,25.1642509,31.10483205
GN,wide,3,15,135,G3,run103_u0065009.log,76.0,6,4523405.555154,4523405.555154,0.0,29.89376,29.89376,0.0,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,25.0,0.0,0.0,0.0,-25.0,0.0,0.0
GN,wide,3,15,135,G4,run104_u0065034.log,92.20667898,7,950929.454767,804256.103023,15.424209546641764,71.03995,4.768649,93.28736999392596,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-3.80823548,-4.69142095,70.49998845,0.0,0.0,0.0,4.13109374,3.82274116,2.86967016,0.0,0.0,3.19176452,-2.69142095,78.49998845,0.0,0.0,0.0,1.13109374,3.82274116,2.86967016
GN,wide,3,18,162,G0,run105_u0065064.log,0.07960177,24,440811.423503,0.623922,99.9998584605646,11.62653,0.008449936,99.9273219438646,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99926873,4.99838559,-18.925228,0.0,0.0,0.0,10.00095522,8.843e-05,0.00144044,0.0,0.0,0.00073127,-0.00161441,0.074772,0.0,0.0,0.0,0.00095522,8.843e-05,0.00144044
GN,wide,3,18,162,G1,run106_u0065092.log,29.0,6,2535741.121877,2535741.121877,0.0,7.730403,7.730403,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,-5.0,0.0,0.0
GN,wide,3,18,162,G2,run107_u0065004.log,262.74420649,9,8620718.41535,5976537.555327,30.672395647615478,105.3122,23.68161,77.5129472178912,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,29.009709,-20.45159357,159.29947523,0.0,0.0,0.0,14.50477988,13.92429593,14.56391264,0.0,0.0,44.009709,-8.45159357,181.29947523,0.0,0.0,0.0,-0.49522012,13.92429593,14.56391264
GN,wide,3,18,162,G3,run108_u0065007.log,91.58575853,7,4412619.650739,1364233.615025,69.08336265065299,52.91363,26.88093,49.198476838576376,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-11.44636051,-14.46731795,44.72624358,0.0,0.0,0.0,20.96317993,4.41452159,-0.38721585,0.0,0.0,6.55363949,-6.46731795,69.72624358,0.0,0.0,0.0,-4.03682007,4.41452159,-0.38721585
GN,wide,3,18,162,G4,run109_u0065009.log,0.08147038999999999,21,125175.702984,2.702115,99.99784134226086,6.675184,0.03293429,99.50661599740172,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.99850912,-1.99605575,-8.06818727,0.0,0.0,0.0,3.00364594,0.00339251,0.00080954,0.0,0.0,0.00149088,0.00394425,-0.06818727,0.0,0.0,0.0,0.00364594,0.00339251,0.00080954
GN,wide,3,24,216,G0,run110_u0065034.log,0.101342,21,613546.470476,0.880625,99.99985646971463,11.95725,0.0008071702,99.99324953312843,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99985869,4.99439599,-18.90717968,0.0,0.0,0.0,10.00004379,0.00063513,0.00209744,0.0,0.0,0.00014131,-0.00560401,0.09282032,0.0,0.0,0.0,4.379e-05,0.00063513,0.00209744
GN,wide,3,24,216,G1,run111_u0065065.log,29.0,6,4788103.835265,4788103.835265,0.0,16.1338,16.1338,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,-5.0,0.0,0.0
GN,wide,3,24,216,G2,run112_u0065078.log,84.84252671,7,11239296.968639,9545959.958416,15.066218242545919,31.94035,28.98033,9.267337396114947,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,8.37865311,-14.67583878,23.17952038,0.0,0.0,0.0,11.8746592,4.41766091,6.06551273,0.0,0.0,23.37865311,-2.67583878,45.17952038,0.0,0.0,0.0,-3.1253408,4.41766091,6.06551273
GN,wide,3,24,216,G3,run113_u0065080.log,53.03922744,7,7190491.040545,4099065.282666,42.99324956317151,30.05452,30.17767,-0.4097553379658001,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-8.03831095,-15.28233335,6.13951128,0.0,0.0,0.0,23.64961654,0.50161388,-2.80369642,0.0,0.0,9.96168905,-7.28233335,31.13951128,0.0,0.0,0.0,-1.35038346,0.50161388,-2.80369642
GN,wide,3,24,216,G4,run114_u0065085.log,0.03081971,20,177275.053636,2.960861,99.99832979263621,6.429475,0.008283064,99.87117044548738,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00130047,-1.99695018,-8.02370751,0.0,0.0,0.0,2.99971408,-0.00040373,0.00207226,0.0,0.0,-0.00130047,0.00304982,-0.02370751,0.0,0.0,0.0,-0.00028592,-0.00040373,0.00207226
GN,wide,3,36,324,G0,run115_u0065092.log,0.07088242,24,916650.103382,1.255296,99.99986305614374,11.83192,0.001626578,99.98625262848294,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00005412,4.99760784,-18.9340652,0.0,0.0,0.0,10.00000811,0.00113301,0.00136022,0.0,0.0,-5.412e-05,-0.00239216,0.0659348,0.0,0.0,0.0,8.11e-06,0.00113301,0.00136022
GN,wide,3,36,324,G1,run116_u0065004.log,50.3829431,7,7226813.190181,6114445.912182,15.392224051264574,26.37809,10.66555,59.56663276226596,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.6616287,-4.97466921,24.87616697,0.0,0.0,0.0,5.95754368,3.9280426,0.93423036,0.0,0.0,6.6616287,1.02533079,36.87616697,0.0,0.0,0.0,0.95754368,3.9280426,0.93423036
GN,wide,3,36,324,G2,run117_u0065007.log,385.32015897,14,16986621.74116,10787575.317638,36.49369791111081,118.7167,23.60179,80.11923343556552,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,23.68322015,-16.77800542,284.60555146,0.0,0.0,0.0,18.13876518,17.52545086,14.5891659,0.0,0.0,38.68322015,-4.77800542,306.60555146,0.0,0.0,0.0,3.13876518,17.52545086,14.5891659
GN,wide,3,36,324,G3,run118_u0065046.log,64.20917678,8,9626251.498276,2061135.539939,78.5883888416157,36.54943,10.57505,71.06644344385126,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-14.83750966,-11.39939165,28.14234564,0.0,0.0,0.0,27.21227496,2.2853204,0.00735379,0.0,0.0,3.16249034,-3.39939165,53.14234564,0.0,0.0,0.0,2.21227496,2.2853204,0.00735379
GN,wide,3,36,324,G4,run119_u0065065.log,40.20496147,9,2282907.444256,2067714.977465,9.426245787250103,13.30264,3.932661,70.43698844740594,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-4.29835448,-2.77911576,27.27307132,0.0,0.0,0.0,3.081664,-0.63809472,0.73137015,0.0,0.0,2.70164552,-0.77911576,35.27307132,0.0,0.0,0.0,0.081664,-0.63809472,0.73137015
GN,wide,3,60,540,G0,run120_u0065078.log,0.0701019,26,1555727.555997,2.313147,99.9998513141333,11.52308,0.0005208415,99.99548001489185,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.99874955,4.99958971,-18.934216,0.0,0.0,0.0,9.99882075,-1.294e-05,0.00146497,0.0,0.0,0.00125045,-0.00041029,0.065784,0.0,0.0,0.0,-0.00117925,-1.294e-05,0.00146497
GN,wide,3,60,540,G1,run121_u0065080.log,42.8988554,7,14042692.067204,12638818.05203,9.99718578500113,16.7859,19.82832,-18.12485478884063,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.96793809,-7.0213754,12.39520938,0.0,0.0,0.0,6.37775731,4.83480713,3.30176809,0.0,0.0,7.96793809,-1.0213754,24.39520938,0.0,0.0,0.0,1.37775731,4.83480713,3.30176809
GN,wide,3,60,540,G2,run122_u0065009.log,211.89090694,8,26824761.173951,19869287.821971,25.929302061165505,85.51228,16.32267,80.91189943713347,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,21.76090799,-19.89866872,121.66524511,0.0,0.0,0.0,17.0470757,11.91452518,9.60448424,0.0,0.0,36.76090799,-7.89866872,143.66524511,0.0,0.0,0.0,2.0470757,11.91452518,9.60448424
GN,wide,3,60,540,G3,run123_u0065064.log,57.30518308,9,17659630.955681,8806034.738462,50.134661587426045,32.42808,9.651827,70.2362057821493,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-13.34038702,-13.67356321,15.32869653,0.0,0.0,0.0,24.92623061,2.18915179,4.38038918,0.0,0.0,4.65961298,-5.67356321,40.32869653,0.0,0.0,0.0,-0.07376939,2.18915179,4.38038918
GN,wide,3,60,540,G4,run124_u0065004.log,71.8078603,10,4460854.732963,3983804.648949,10.694140754884724,31.11598,2.894833,90.6966356193827,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-2.40875841,-3.16070778,56.34989572,0.0,0.0,0.0,3.14512286,0.21500962,-1.34588273,0.0,0.0,4.59124159,-1.16070778,64.34989572,0.0,0.0,0.0,0.14512286,0.21500962,-1.34588273
GN,wide,3,90,810,G0,run008_u0065040.log,0.09331493,22,2320879.753913,3.307286,99.9998574986061,11.54596,0.00632207,99.94524431056404,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00003465,4.99867868,-18.91098116,0.0,0.0,0.0,9.99966899,-0.0004135,0.00219561,0.0,0.0,-3.465e-05,-0.00132132,0.08901884,0.0,0.0,0.0,-0.00033101,-0.0004135,0.00219561
GN,wide,3,90,810,G1,run126_u0065046.log,29.0,6,21217298.795967,21217298.795967,0.0,10.82997,10.82997,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,-5.0,0.0,0.0
GN,wide,3,90,810,G2,run127_u0065065.log,208.30843444,8,41357285.340683,29072778.542674,29.703368334779885,87.65635,26.39676,69.88608355241806,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,19.29793437,-19.03216405,123.85889025,0.0,0.0,0.0,17.81778882,11.75724191,6.54441504,0.0,0.0,34.29793437,-7.03216405,145.85889025,0.0,0.0,0.0,2.81778882,11.75724191,6.54441504
GN,wide,3,90,810,G3,run128_u0065085.log,75.55553685,8,26088616.234074,15621154.863188,40.12271588868169,25.12174,7.56554,69.88449048513358,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-11.1380128,-10.65630194,31.66824566,0.0,0.0,0.0,23.98189205,4.0704698,4.2804243,0.0,0.0,6.8619872,-2.65630194,56.66824566,0.0,0.0,0.0,-1.01810795,4.0704698,4.2804243
GN,wide,3,90,810,G4,run129_u0065007.log,59.759515379999996,9,6656845.931201,6006833.815297,9.764566021535176,25.1858,3.579672,85.78694343638082,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-3.39403134,-2.67712946,43.30351476,0.0,0.0,0.0,2.60328707,-1.59799786,-2.17819171,0.0,0.0,3.60596866,-0.67712946,51.30351476,0.0,0.0,0.0,-0.39671293,-1.59799786,-2.17819171
GN,wide,3,180,1620,G0,run130_u0065080.log,0.08172238,23,4637758.920132,6.701877,99.99985549320016,11.94221,0.004462636,99.96263140574483,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.9999937,4.99898471,-18.92097047,0.0,0.0,0.0,10.00014958,0.00038667,0.00113501,0.0,0.0,6.3e-06,-0.00101529,0.07902953,0.0,0.0,0.0,0.00014958,0.00038667,0.00113501
GN,wide,3,180,1620,G1,run131_u0065092.log,29.0,6,44466672.52666,44466672.52666,0.0,19.45341,19.45341,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,-5.0,0.0,0.0
GN,wide,3,180,1620,G2,run009_u0065046.log,244.52888311,9,81764500.173313,58505670.849287,28.44612181903537,77.84431,38.7378,50.23682527342075,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,20.3342551,-17.41128386,146.52133307,0.0,0.0,0.0,18.63391865,13.95336788,17.67472455,0.0,0.0,35.3342551,-5.41128386,168.52133307,0.0,0.0,0.0,3.63391865,13.95336788,17.67472455
GN,wide,3,180,1620,G3,run133_u0065064.log,69.466108,8,54737997.241062,25363254.641763,53.66426263265507,25.31331,9.109527,64.01289677248846,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-10.39648846,-12.96068947,22.99753152,0.0,0.0,0.0,23.65175169,2.30598289,5.25014427,0.0,0.0,7.60351154,-4.96068947,47.99753152,0.0,0.0,0.0,-1.34824831,2.30598289,5.25014427
GN,wide,3,180,1620,G4,run134_u0065004.log,67.33159884,8,15310202.157091,13718490.653808,10.396410752458879,26.80571,2.862977,89.319525578692,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-1.26912943,-2.58279633,52.24245651,0.0,0.0,0.0,2.8703628,-0.25398114,-0.39185709,0.0,0.0,5.73087057,-0.58279633,60.24245651,0.0,0.0,0.0,-0.1296372,-0.25398114,-0.39185709
GN,wide,3,360,3240,G0,run135_u0065046.log,0.57335499,16,9253022.291749,28518.578342,99.69179174714158,11.9578,0.2281209,98.09228369767014,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00317781,4.94726152,-18.51984628,0.0,0.0,0.0,10.00111476,-0.0139151,0.02225512,0.0,0.0,-0.00317781,-0.05273848,0.48015372,0.0,0.0,0.0,0.00111476,-0.0139151,0.02225512
GN,wide,3,360,3240,G1,run136_u0065065.log,55.42586692,7,89154563.223427,77427785.503004,13.153311840062463,25.9725,19.93582,23.24258350178073,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.55261593,-7.31456523,23.14981914,0.0,0.0,0.0,6.29173577,4.02135771,4.09577314,0.0,0.0,9.55261593,-1.31456523,35.14981914,0.0,0.0,0.0,1.29173577,4.02135771,4.09577314
GN,wide,3,360,3240,G2,run137_u0065085.log,242.06643656999998,9,163157270.5203,115997556.93535,28.904451168225687,77.55434,29.58226,61.85608697076139,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,18.89748293,-16.32386778,143.96174283,0.0,0.0,0.0,17.99728554,17.06556443,17.82049306,0.0,0.0,33.89748293,-4.32386778,165.96174283,0.0,0.0,0.0,2.99728554,17.06556443,17.82049306
GN,wide,3,360,3240,G3,run010_u0065047.log,29.8290018,11,108515265.433537,41124519.704909,62.102548852818515,24.74459,5.891185,76.19202823728338,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-13.45797212,-8.16766032,-2.17143978,0.0,0.0,0.0,25.91377165,0.11079289,1.26618884,0.0,0.0,4.54202788,-0.16766032,22.82856022,0.0,0.0,0.0,0.91377165,0.11079289,1.26618884
GN,wide,3,360,3240,G4,run139_u0065078.log,98.08847684999999,17,30563106.79718,27152736.035504,11.15845579543854,28.66001,8.314418,70.98947976640622,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-1.28235375,-3.73804445,81.75573858,0.0,0.0,0.0,2.76802086,-0.40000617,-0.24506226,0.0,0.0,5.71764625,-1.73804445,89.75573858,0.0,0.0,0.0,-0.23197914,-0.40000617,-0.24506226
GN,compact,3,3,27,G0,run00_u0065080.log,10.17967733,16,31154.830764,16.174322,99.94808406400112,11.79704,1.010752,91.43215586282662,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.96792189,5.40605781,-27.96896794,0.0,0.0,0.0,9.25315162,0.0077573,-0.01796779,0.0,0.0,0.03207811,0.40605781,-8.96896794,0.0,0.0,0.0,-0.74684838,0.0077573,-0.01796779
GN,compact,3,3,27,G1,run01_u0065092.log,14.39121743,10,25612.1569,29.974887,99.88296617455129,24.53706,1.004594,95.90580941645005,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.14366823,-6.57280934,-0.11898932,0.0,0.0,0.0,6.62944277,0.09760198,0.06668443,0.0,0.0,-0.14366823,-0.57280934,11.88101068,0.0,0.0,0.0,1.62944277,0.09760198,0.06668443
GN,compact,3,3,27,G2,run02_u0065007.log,14.82404662,18,131673.167752,43.17016,99.9672141555208,61.73369,0.7219754,98.83050016935647,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-15.23100771,-11.41730316,-35.88398321,0.0,0.0,0.0,14.92369442,-0.02941714,-0.02063614,0.0,0.0,-0.23100771,0.58269684,-13.88398321,0.0,0.0,0.0,-0.07630558,-0.02941714,-0.02063614
GN,compact,3,3,27,G3,run03_u0065009.log,45.3385781,9,167338.743241,340.308437,99.7966349989196,36.55772,1.479869,95.95196582281389,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.3959587,-11.22748119,13.08758229,0.0,0.0,0.0,21.65802933,-0.17245263,-0.11313262,0.0,0.0,-0.3959587,-3.22748119,38.08758229,0.0,0.0,0.0,-3.34197067,-0.17245263,-0.11313262
GN,compact,3,3,27,G4,run000_u0065009.log,26.36986087,8,15385.886929,136.435328,99.113243658753,15.57249,1.736921,88.8462217667181,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-7.00829942,-2.73492775,12.20832306,0.0,0.0,0.0,-1.69529564,-0.20736752,0.51564748,0.0,0.0,-0.00829942,-0.73492775,20.20832306,0.0,0.0,0.0,-4.69529564,-0.20736752,0.51564748
GN,compact,3,5,45,G0,run05_u0065080.log,9.54328101,15,51903.120314,19.405128,99.96261279113355,10.57727,1.03686,90.19728152916585,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00910881,4.62639539,-10.29858974,0.0,0.0,0.0,10.36653878,0.03041235,0.0622062,0.0,0.0,-0.00910881,-0.37360461,8.70141026,0.0,0.0,0.0,0.36653878,0.03041235,0.0622062
GN,compact,3,5,45,G1,run06_u0065083.log,4.74185526,19,42672.653861,4.749174,99.98887068515714,8.87864,0.3208966,96.38574601515549,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.05611863,-6.19720913,-7.89329976,0.0,0.0,0.0,4.66738857,-0.00874407,0.04047176,0.0,0.0,-0.05611863,-0.19720913,4.10670024,0.0,0.0,0.0,-0.33261143,-0.00874407,0.04047176
GN,compact,3,5,45,G2,run07_u0065092.log,8.71867706,16,219340.843138,23.857677,99.98912301208537,21.32087,0.8561574,95.9844162081566,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.83272053,-12.3640366,-13.89480222,0.0,0.0,0.0,15.03968253,-0.03483876,-0.00764192,0.0,0.0,0.16727947,-0.3640366,8.10519778,0.0,0.0,0.0,0.03968253,-0.03483876,-0.00764192
GN,compact,3,5,45,G3,run08_u0065009.log,23.70908336,14,279069.998839,165.58413,99.94066573594839,26.73945,0.6355067,97.6233366804478,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.10746781,-9.66285883,-4.7186687,0.0,0.0,0.0,23.54459109,-0.03723359,0.16478292,0.0,0.0,-0.10746781,-1.66285883,20.2813313,0.0,0.0,0.0,-1.45540891,-0.03723359,0.16478292
GN,compact,3,5,45,G4,run09_u0065034.log,4.600451059999999,12,25642.088515,4.724338,99.98157584551963,6.646144,0.1796358,97.29714252354448,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.9667955,-2.12714839,-3.90187283,0.0,0.0,0.0,3.32158577,-0.01670267,-0.00368256,0.0,0.0,0.0332045,-0.12714839,4.09812717,0.0,0.0,0.0,0.32158577,-0.01670267,-0.00368256
GN,compact,3,6,54,G0,run10_u0065046.log,4.91436912,18,62298.217382,6.297257,99.98989175410688,12.38933,0.3571363,97.1173881073472,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-9.9904578,4.79414879,-14.88412524,0.0,0.0,0.0,9.4359546,-0.00843697,-0.01061858,0.0,0.0,0.0095422,-0.20585121,4.11587476,0.0,0.0,0.0,-0.5640454,-0.00843697,-0.01061858
GN,compact,3,6,54,G1,run11_u0065064.log,5.77631618,12,51241.776033,10.064771,99.9803582705769,14.19266,0.2979527,97.90065639562985,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.05857194,-6.27077756,-6.88987417,0.0,0.0,0.0,5.30771461,0.01120304,0.0179232,0.0,0.0,-0.05857194,-0.27077756,5.11012583,0.0,0.0,0.0,0.30771461,0.01120304,0.0179232
GN,compact,3,6,54,G2,run12_u0065080.log,24.10966846,10,263317.541498,191.624098,99.92722699106567,22.88088,1.016382,95.55794182741224,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.55406535,-12.91896154,-0.09113712,0.0,0.0,0.0,14.41024618,0.1416373,0.10451827,0.0,0.0,0.44593465,-0.91896154,21.90886288,0.0,0.0,0.0,-0.58975382,0.1416373,0.10451827
GN,compact,3,6,54,G3,run13_u0065083.log,29.71399656,14,334722.387075,313.085783,99.90646404450688,30.9278,1.326795,95.71002463802792,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.29523969,-10.09575448,1.36498321,0.0,0.0,0.0,24.16172985,0.04613578,0.07361325,0.0,0.0,-0.29523969,-2.09575448,26.36498321,0.0,0.0,0.0,-0.83827015,0.04613578,0.07361325
GN,compact,3,6,54,G4,run14_u0065092.log,12.81515976,14,30756.081615,42.455782,99.86195971732857,9.282453,0.2813851,96.96863426079292,0.0,0.0,0.0,-7.0,-2.0,-8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-6.89050455,-2.44925034,3.8253279,0.0,0.0,0.0,2.68298459,0.043982,0.07008866,0.0,0.0,0.10949545,-0.44925034,11.8253279,0.0,0.0,0.0,-0.31701541,0.043982,0.07008866
GN,compact,3,9,81,G0,run15_u0065009.log,6.33213108,22,93435.024581,14.617158,99.98435580440469,9.181561,0.1933553,97.89409121172314,0.0,0.0,0.0,-10.0,5.0,-19.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,-10.00973576,4.74546044,-13.40187782,0.0,0.0,0.0,9.57922437,-0.01501964,0.03393831,0.0,0.0,-0.00973576,-0.25453956,5.59812218,0.0,0.0,0.0,-0.42077563,-0.01501964,0.03393831
GN,compact,3,9,81,G1,run16_u0065046.log,9.74212534,23,76837.634739,40.263141,99.9475997131656,7.993611,0.5397376,93.24788759422994,0.0,0.0,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-6.12399953,-6.45698815,-3.17971252,0.0,0.0,0.0,5.30440887,0.02999039,0.00645092,0.0,0.0,-0.12399953,-0.45698815,8.82028748,0.0,0.0,0.0,0.30440887,0.02999039,0.00645092
GN,compact,3,9,81,G2,run17_u0065064.log,6.71734057,16,394928.196482,23.029076,99.99416879417446,26.7437,0.06704822,99.74929340368013,0.0,0.0,0.0,-15.0,-12.0,-22.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-14.87228365,-12.26165169,-16.14597598,0.0,0.0,0.0,14.54484538,0.00595159,0.0128423,0.0,0.0,0.12771635,-0.26165169,5.85402402,0.0,0.0,0.0,-0.45515462,0.00595159,0.0128423
GN,compact,3,9,81,G3,run18_u0065080.log,10.9770562,18,502262.564749,66.06577,99.98684636788867,19.37776,0.5386925,97.22004762160333,0.0,0.0,0.0,-18.0,-8.0,-25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-18.10021483,-8.73992457,-15.44171939,0.0,0.0,0.0,24.49914912,-0.03163173,0.04615358,0.0,0.0,-0.10021483,-0.73992457,9.55828061,0.0,0.0,0.0,-0.50085088,-0.03163173,0.04615358
